,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_gamma,param_learning_rate,param_max_depth,param_n_estimators,params,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_test_neg_root_mean_squared_error,split1_test_neg_root_mean_squared_error,split2_test_neg_root_mean_squared_error,split3_test_neg_root_mean_squared_error,split4_test_neg_root_mean_squared_error,mean_test_neg_root_mean_squared_error,std_test_neg_root_mean_squared_error,rank_test_neg_root_mean_squared_error
115,0.09281444549560547,0.00849989115114749,0.014104938507080078,0.003052284145415771,0.1,0.1,6,40,"{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 40}",0.8686433314650517,0.8203628657684578,0.8628924583841441,0.7958893971197956,0.7502373686556969,0.8196050842786292,0.04393958230346181,24,-0.6544209482374228,-0.9084077246250638,-0.9494740370211034,-1.1674240199563133,-1.1723512866989763,-0.970415603307776,0.19169062820458138,25
50,0.23411297798156738,0.010471992113253281,0.00920109748840332,0.00040147353736411887,0.01,0.1,9,80,"{'gamma': 0.01, 'learning_rate': 0.1, 'max_depth': 9, 'n_estimators': 80}",0.8534490653711257,0.802447566701047,0.8667359937982748,0.8165199470439664,0.7578176422660063,0.819394043036084,0.03869909938991601,25,-0.6912345325011183,-0.9526293356120016,-0.9360711366680387,-1.106853825511353,-1.1544238359663128,-0.9682425332517648,0.16241229694879325,24
121,0.1357999324798584,0.01340819244512704,0.00900111198425293,0.000894895586641424,0.1,0.1,9,40,"{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 9, 'n_estimators': 40}",0.86664214092645,0.8291410743137426,0.8720218104540524,0.7790315419839212,0.7433741575447992,0.818042145044593,0.04999217062057207,26,-0.6593870862841386,-0.8859344610390766,-0.9173190291611908,-1.2146774932895048,-1.1883496096929043,-0.973133535893363,0.20679323694737772,26
29,1.0677587985992432,0.07527177376782786,0.01117086410522461,0.006145111129831551,0.01,0.01,6,500,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 500}",0.878978401546849,0.8316845764319823,0.8271807537602708,0.8017468298288614,0.7483390787616037,0.8175859280659135,0.04267521889223138,27,-0.6281488550769271,-0.8793154757158965,-1.065978572706613,-1.1505511009517064,-1.1767980087592627,-0.9801584026420811,0.20452184499907325,28
43,0.0940373420715332,0.005465321209005042,0.0004153728485107422,0.0008307456970214845,0.01,0.1,6,40,"{'gamma': 0.01, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 40}",0.8778832925719098,0.8169063521087165,0.8610253094757225,0.7795114743068486,0.7485889263182455,0.8167830709562885,0.048436022191430915,28,-0.6309844740833568,-0.9171057117945336,-0.95591720765956,-1.21335766718862,-1.176213704455421,-0.9787157530362982,0.20942534799167517,27
101,1.0008268356323242,0.027794041153855496,0.009372615814208984,0.007652709422285141,0.1,0.01,6,500,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 500}",0.8629566388702767,0.8501327981467377,0.8320021812032935,0.7953367593548246,0.7420108504655853,0.8164878456081436,0.04364909493376017,29,-0.6684364605905897,-0.8297285977170004,-1.0510036958946702,-1.169003375661647,-1.1915019412513925,-0.9819348142230598,0.20254949414814022,29
35,1.206002902984619,0.0218405137679573,0.009850406646728515,0.005747439943682607,0.01,0.01,9,500,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 9, 'n_estimators': 500}",0.870032125921466,0.818882834706834,0.8312588254070737,0.8139012790545086,0.7455700175537033,0.8159290165287171,0.040312218951752986,30,-0.6509522578214473,-0.9121422356648464,-1.053326366992807,-1.1147244736771076,-1.1832545354548243,-0.9828799739222065,0.18850754236968847,30
107,1.2546528816223144,0.028433718919759106,0.008046817779541016,0.007001377061963369,0.1,0.01,9,500,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 9, 'n_estimators': 500}",0.8644105571576752,0.8310028717598146,0.8387180527158313,0.7843597302578021,0.7442638520259552,0.8125510127834158,0.042831021832241065,31,-0.6648812230734186,-0.8810943612476635,-1.0297820107854898,-1.1999434383342278,-1.1862878803865393,-0.9923977827654678,0.20085900433872197,31
49,0.11347813606262207,0.008768834887065358,0.008124256134033203,0.004962270602062372,0.01,0.1,9,40,"{'gamma': 0.01, 'learning_rate': 0.1, 'max_depth': 9, 'n_estimators': 40}",0.8604352106329587,0.7822029542710356,0.8676672326625093,0.7890824744735591,0.7480666536381553,0.8094909051356435,0.04672019332927036,32,-0.6745576352126237,-1.0002504416236324,-0.9327948055532514,-1.1867306954924621,-1.177434783487688,-0.9943536722739316,0.187947537162104,32
23,0.8369366645812988,0.024198288197034977,0.006975555419921875,0.00611399488317173,0.01,0.01,3,500,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 500}",0.8497911570583653,0.8254230616423253,0.788891540580397,0.8166260810815258,0.7417704621890089,0.8045004605103244,0.03691808276967644,33,-0.6998079639130609,-0.8955218689160906,-1.1781626209001308,-1.1065336494027074,-1.192056918871936,-1.0144166044007852,0.18972029096552068,33
95,0.8055621147155761,0.024481599806826775,0.0031250476837158202,0.0062500953674316405,0.1,0.01,3,500,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 500}",0.8477779422045912,0.8287978250169611,0.787338903473921,0.8148189594215451,0.7421050740327508,0.8041677408299538,0.03676118481555729,34,-0.7044820378981597,-0.8868239194128091,-1.1824871939458583,-1.1119726412876818,-1.191284339433762,-1.0154100263956543,0.19046337886224382,34
34,0.8116077899932861,0.028137110023392073,0.009369945526123047,0.0076505292617456986,0.01,0.01,9,340,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 9, 'n_estimators': 340}",0.8733710913391803,0.7911969357421137,0.836585244714702,0.764825584028939,0.7330644073811936,0.7998086526412257,0.05003343111269293,35,-0.6425361431810666,-0.9793799152433299,-1.0365686160304013,-1.2531148571836166,-1.2119850885534103,-1.024716924038365,0.21702213598253356,35
106,0.8012113571166992,0.021215770375010514,0.0031239986419677734,0.006247997283935547,0.1,0.01,9,340,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 9, 'n_estimators': 340}",0.86649170467508,0.8025970069659434,0.8443378020569109,0.7500882341183005,0.7295921786784727,0.7986213852989416,0.05259786062421331,36,-0.6597588970012898,-0.9522689550521123,-1.0116819484171768,-1.2917818957494904,-1.2198422135179232,-1.0270667819475985,0.222702918187908,36
100,0.7040700912475586,0.010126828429416857,0.0047271728515625,0.006272857822993361,0.1,0.01,6,340,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 340}",0.8633120467773221,0.8052854480027366,0.83924261782007,0.7517115382285,0.7296116974955987,0.7978326696648457,0.05067373352516241,37,-0.6675691371816038,-0.9457622264568802,-1.0281059780083777,-1.2875796703059406,-1.219798186857278,-1.029763039762016,0.21946575025390597,37
28,0.7659864902496338,0.04821388301162249,0.005399751663208008,0.004453758539849067,0.01,0.01,6,340,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 340}",0.8756663168579559,0.7960851290655478,0.83325093977817,0.7469638638918326,0.7326356029247247,0.7969203705036462,0.0531972101803071,38,-0.6366863361306101,-0.967848115823824,-1.0470902584649147,-1.299831674229661,-1.2129581623510568,-1.0328829094000134,0.23025717690566083,38
109,0.07805852890014649,0.008733520008854252,0.007947015762329101,0.007098457560262374,0.1,0.1,3,40,"{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 40}",0.8387680843282204,0.8038043726396829,0.7959201913962622,0.7986821077784914,0.7291222619627684,0.7932594036210852,0.03558734281558385,39,-0.7250311020942892,-0.9493523319385966,-1.1583837081439563,-1.1594099666300182,-1.2209016788500895,-1.04261575753139,0.18351406231178566,39
