Year,Veterinary Office,Animal Count,Herd Incidence Rate,Restricted Herds at end of Year,Restricted Herds at start of Year,Herds Tested,Herds Count,Reactors per 1000 Tests A.P.T.,Reactors to date,Tests on Animals
2019,Roscommon,182848.0,3.05,68.0,163.0,5352.0,5416.0,1.71,464.0,249728.0
2019,Sligo,99835.0,2.91,37.0,97.0,3335.0,3371.0,1.53,232.0,136966.0
2019,Tipperary North,295751.0,4.21,82.0,142.0,3371.0,3439.0,1.9,851.0,414657.0
2019,Tipperary South,297366.0,2.84,74.0,95.0,3349.0,3416.0,0.76,377.0,386916.0
2019,Waterford,233639.0,2.39,29.0,51.0,2135.0,2169.0,0.48,148.0,281986.0
2019,Westmeath,192248.0,5.21,100.0,157.0,3013.0,3063.0,2.12,626.0,273827.0
2019,Wexford,276353.0,4.88,65.0,147.0,3011.0,3050.0,1.49,743.0,388119.0
2019,Wicklow E,73347.0,9.6,63.0,100.0,1042.0,1058.0,6.04,939.0,127565.0
2019,Wicklow W,41224.0,12.33,36.0,62.0,503.0,513.0,4.82,380.0,61874.0
2020,Carlow,108898.0,3.43,26.0,44.0,1283.0,1307.0,1.06,145.0,123642.0
2020,Cavan,233559.0,5.54,143.0,261.0,4711.0,4771.0,2.54,1174.0,355293.0
2020,Clare,282277.0,4.53,113.0,264.0,5830.0,5923.0,3.07,1569.0,388196.0
2020,Cork North,617851.0,8.02,263.0,435.0,5424.0,5520.0,2.43,2999.0,879841.0
2020,Cork South,501019.0,3.99,112.0,228.0,5709.0,5806.0,1.22,952.0,587228.0
2020,Donegal,182604.0,1.73,42.0,87.0,5041.0,5143.0,1.09,263.0,215669.0
2020,Dublin,22567.0,8.0,18.0,26.0,325.0,344.0,4.72,158.0,24987.0
2020,Galway,432588.0,3.28,176.0,349.0,10649.0,10783.0,1.89,1190.0,543606.0
2020,Kerry,352779.0,2.58,82.0,165.0,6400.0,6471.0,1.82,1201.0,439311.0
2020,Kildare,137549.0,4.36,75.0,74.0,1696.0,1748.0,1.08,177.0,148802.0
2020,Kilkenny,376653.0,3.68,78.0,111.0,3016.0,3071.0,0.73,368.0,409932.0
2020,Laois,264354.0,5.52,109.0,146.0,2646.0,2695.0,2.27,800.0,302252.0
2020,Leitrim,67834.0,2.12,28.0,60.0,2834.0,2860.0,1.68,164.0,89829.0
2020,Limerick,446130.0,2.81,67.0,144.0,5123.0,5235.0,0.97,748.0,508430.0
2020,Longford,115559.0,3.33,43.0,77.0,2313.0,2357.0,1.72,281.0,138324.0
2020,Louth,95852.0,7.64,39.0,85.0,1113.0,1161.0,1.93,286.0,126508.0
2020,Mayo,260638.0,2.59,120.0,223.0,8611.0,8698.0,1.44,717.0,327239.0
2020,Meath,305449.0,7.65,165.0,270.0,3528.0,3616.0,1.94,1001.0,417790.0
2020,Monaghan,211647.0,7.35,166.0,303.0,4124.0,4221.0,2.86,1154.0,349144.0
2020,Offaly,249713.0,5.54,96.0,165.0,2978.0,3024.0,2.0,738.0,303718.0
2020,Roscommon,201716.0,2.92,75.0,156.0,5339.0,5377.0,1.1,354.0,246903.0
2020,Sligo,107794.0,3.97,69.0,133.0,3346.0,3378.0,2.51,404.0,132464.0
2020,Tipperary North,349050.0,6.67,148.0,222.0,3330.0,3405.0,2.55,1370.0,441627.0
2020,Tipperary South,356408.0,4.81,107.0,160.0,3324.0,3395.0,2.17,1088.0,420521.0
2020,Waterford,272528.0,2.62,42.0,56.0,2141.0,2189.0,0.52,196.0,287221.0
2020,Westmeath,214210.0,6.77,115.0,203.0,2998.0,3047.0,3.26,1192.0,304207.0
2020,Wexford,310311.0,4.54,63.0,137.0,3016.0,3088.0,1.48,701.0,366765.0
2020,Wicklow E,80707.0,9.11,47.0,96.0,1054.0,1070.0,3.85,648.0,131187.0
2020,Wicklow W,44743.0,14.46,46.0,73.0,505.0,513.0,5.54,576.0,76298.0
