sagecode,item,domsupply,foodsupply,feedsupply,otherutil,foodfraction,feedfraction,otherutilfraction
TZA,Cottonseed,88142.85714,34375.71429,53767.14286,0,0.39,0.61,0
USA,Cottonseed,5677142.857,1068711.429,4608431.429,0,0.188248113,0.811751887,0
URY,Cottonseed,4857.142857,1894.285714,2962.857143,0,0.39,0.61,0
UZB,Cottonseed,1902714.286,581824.2857,1320890,0,0.30578647,0.69421353,0
VEN,Cottonseed,16857.14286,4457.142857,6971.428571,5428.571429,0.26440678,0.413559322,0.322033898
VNM,Cottonseed,16571.42857,3398.571429,5315.714286,7857.142857,0.205086207,0.320775862,0.474137931
YEM,Cottonseed,14857.14286,5794.285714,9062.857143,0,0.39,0.61,0
ZMB,Cottonseed,41857.14286,16324.28571,25532.85714,0,0.39,0.61,0
ZWE,Cottonseed,148571.4286,52427.14286,89715.71429,6428.571429,0.352875,0.603855769,0.043269231
ALB,Dates,142.8571429,142.8571429,0,0,1,0,0
DZA,Dates,396714.2857,380571.4286,0,16142.85714,0.959308606,0,0.040691394
AUS,Dates,4428.571429,4428.571429,0,0,1,0,0
AUT,Dates,857.1428571,857.1428571,0,0,1,0,0
AZE,Dates,571.4285714,571.4285714,0,0,1,0,0
BGD,Dates,18428.57143,18428.57143,0,0,1,0,0
BEL,Dates,1000,1000,0,0,1,0,0
BEN,Dates,1000,1000,0,0,1,0,0
KHM,Dates,285.7142857,285.7142857,0,0,1,0,0
CAN,Dates,4714.285714,4714.285714,0,0,1,0,0
TCD,Dates,18000,16000,0,2000,0.888888889,0,0.111111111
CHN,Dates,113000,107285.7143,0,5714.285714,0.9494311,0,0.0505689
COS,Dates,142.8571429,142.8571429,0,0,1,0,0
CZE,Dates,142.8571429,142.8571429,0,0,1,0,0
DNK,Dates,1857.142857,1857.142857,0,0,1,0,0
EGY,Dates,972142.8571,874714.2857,0,97428.57143,0.899779574,0,0.100220426
ETH,Dates,857.1428571,857.1428571,0,0,1,0,0
FRA,Dates,13571.42857,10285.71429,0,3285.714286,0.757894737,0,0.242105263
DEU,Dates,5428.571429,5428.571429,0,0,1,0,0
IND,Dates,210142.8571,210142.8571,0,0,1,0,0
IDN,Dates,9000,9000,0,0,1,0,0
IRN,Dates,788428.5714,699428.5714,0,89000,0.887117231,0,0.112882769
ISR,Dates,9000,9000,0,0,1,0,0
ITA,Dates,5857.142857,5857.142857,0,0,1,0,0
JPN,Dates,857.1428571,857.1428571,0,0,1,0,0
JOR,Dates,4857.142857,4857.142857,0,0,1,0,0
KAZ,Dates,571.4285714,571.4285714,0,0,1,0,0
KEN,Dates,2000,2000,0,0,1,0,0
KWT,Dates,11714.28571,10571.42857,0,1142.857143,0.902439024,0,0.097560976
KGZ,Dates,142.8571429,142.8571429,0,0,1,0,0
LBN,Dates,4714.285714,4714.285714,0,0,1,0,0
LBY,Dates,145857.1429,73571.42857,63571.42857,8714.285714,0.504407444,0.435847209,0.059745348
MYS,Dates,12000,12000,0,0,1,0,0
MRT,Dates,22000,19714.28571,0,2285.714286,0.896103896,0,0.103896104
MEX,Dates,2571.428571,2571.428571,0,0,1,0,0
MAR,Dates,63000,43571.42857,15571.42857,3857.142857,0.691609977,0.247165533,0.06122449
NAM,Dates,428.5714286,428.5714286,0,0,1,0,0
NPL,Dates,428.5714286,428.5714286,0,0,1,0,0
NLD,Dates,1285.714286,1285.714286,0,0,1,0,0
NZL,Dates,1428.571429,1428.571429,0,0,1,0,0
NER,Dates,15571.42857,13857.14286,0,1714.285714,0.889908257,0,0.110091743
NGA,Dates,857.1428571,857.1428571,0,0,1,0,0
PAK,Dates,552714.2857,534142.8571,0,18571.42857,0.966399586,0,0.033600414
POL,Dates,285.7142857,285.7142857,0,0,1,0,0
RUS,Dates,10142.85714,10142.85714,0,0,1,0,0
SAU,Dates,727142.8571,719857.1429,0,7285.714286,0.989980354,0,0.010019646
SVN,Dates,142.8571429,142.8571429,0,0,1,0,0
ZAF,Dates,1000,1000,0,0,1,0,0
ESP,Dates,10285.71429,9857.142857,0,428.5714286,0.958333333,0,0.041666667
LKA,Dates,10428.57143,10428.57143,0,0,1,0,0
SDN,Dates,278142.8571,250428.5714,0,27714.28571,0.900359527,0,0.099640473
SWE,Dates,1000,1000,0,0,1,0,0
CHE,Dates,1285.714286,1285.714286,0,0,1,0,0
SYR,Dates,9142.857143,9000,0,142.8571429,0.984375,0,0.015625
TUN,Dates,76857.14286,57428.57143,10857.14286,8571.428571,0.747211896,0.141263941,0.111524164
TUR,Dates,16000,16000,0,0,1,0,0
ARE,Dates,412000,53428.57143,87857.14286,270714.2857,0.129680999,0.213245492,0.657073509
GBR,Dates,97285.71429,96428.57143,0,857.1428571,0.991189427,0,0.008810573
TZA,Dates,857.1428571,857.1428571,0,0,1,0,0
USA,Dates,19857.14286,18857.14286,0,1000,0.949640288,0,0.050359712
UZB,Dates,1285.714286,1285.714286,0,0,1,0,0
YEM,Dates,46142.85714,45142.85714,0,1000,0.978328173,0,0.021671827
ALB,Fruits Other,85000,81571.42857,0,3428.571429,0.959663866,0,0.040336134
DZA,Fruits Other,347142.8571,329142.8571,0,18000,0.948148148,0,0.051851852
AGO,Fruits Other,35714.28571,32714.28571,0,3000,0.916,0,0.084
ATG,Fruits Other,9000,8000,0,1000,0.888888889,0,0.111111111
ARG,Fruits Other,581571.4286,513714.2857,0,67857.14286,0.883321051,0,0.116678949
ARM,Fruits Other,69142.85714,62142.85714,0,7000,0.898760331,0,0.101239669
AUS,Fruits Other,373000,362571.4286,0,10428.57143,0.972041363,0,0.027958637
AUT,Fruits Other,437000,368714.2857,0,68285.71429,0.843739784,0,0.156260216
AZE,Fruits Other,273000,261285.7143,0,11714.28571,0.957090529,0,0.042909471
BHA,Fruits Other,22857.14286,17000,0,5857.142857,0.74375,0,0.25625
BGD,Fruits Other,658571.4286,594000,0,64571.42857,0.901952278,0,0.098047722
BAR,Fruits Other,5857.142857,5857.142857,0,0,1,0,0
BLR,Fruits Other,122142.8571,107714.2857,0,14428.57143,0.881871345,0,0.118128655
BEL,Fruits Other,190571.4286,174134.4467,5436.981858,11000,0.913748971,0.02852989,0.057721139
BZE,Fruits Other,5285.714286,5285.714286,0,0,1,0,0
BEN,Fruits Other,117857.1429,105857.1429,0,12000,0.898181818,0,0.101818182
BMU,Fruits Other,8571.428571,7571.428571,0,1000,0.883333333,0,0.116666667
BOL,Fruits Other,97571.42857,88000,0,9571.428571,0.901903367,0,0.098096633
BIH,Fruits Other,81857.14286,77714.28571,0,4142.857143,0.94938918,0,0.05061082
BWA,Fruits Other,51285.71429,50285.71429,0,1000,0.980501393,0,0.019498607
BRA,Fruits Other,4617142.857,3560285.714,0,1056857.143,0.771101485,0,0.228898515
BRN,Fruits Other,22428.57143,15142.85714,0,7285.714286,0.675159236,0,0.324840764
BGR,Fruits Other,170571.4286,152714.2857,0,17857.14286,0.895309883,0,0.104690117
BFA,Fruits Other,71857.14286,64571.42857,0,7285.714286,0.89860835,0,0.10139165
BDI,Fruits Other,86142.85714,77428.57143,0,8714.285714,0.898839138,0,0.101160862
KHM,Fruits Other,93714.28571,84714.28571,0,9000,0.903963415,0,0.096036585
CMR,Fruits Other,161000,140285.7143,0,20714.28571,0.87133984,0,0.12866016
CAN,Fruits Other,787285.7143,758142.8571,0,29142.85714,0.962983125,0,0.037016875
CPV,Fruits Other,12285.71429,11285.71429,0,1000,0.918604651,0,0.081395349
CAF,Fruits Other,13714.28571,12714.28571,0,1000,0.927083333,0,0.072916667
TCD,Fruits Other,95285.71429,84285.71429,0,11000,0.884557721,0,0.115442279
CHL,Fruits Other,371142.8571,265857.1429,0,105285.7143,0.716320246,0,0.283679754
CHN,Fruits Other,24855000,23148857.14,0,1706142.857,0.931356151,0,0.068643849
COL,Fruits Other,954857.1429,867714.2857,0,87142.85714,0.908737283,0,0.091262717
COM,Fruits Other,3000,3000,0,0,1,0,0
COG,Fruits Other,55285.71429,52285.71429,0,3000,0.945736434,0,0.054263566
COS,Fruits Other,111142.8571,101428.5714,0,9714.285714,0.912596401,0,0.087403599
HRV,Fruits Other,119428.5714,114000,0,5428.571429,0.954545455,0,0.045454545
CUB,Fruits Other,363571.4286,310428.5714,0,53142.85714,0.853831041,0,0.146168959
CYP,Fruits Other,20000,18285.71429,0,1714.285714,0.914285714,0,0.085714286
CZE,Fruits Other,217714.2857,201000,0,16714.28571,0.923228346,0,0.076771654
CIV,Fruits Other,87000,78714.28571,0,8285.714286,0.904761905,0,0.095238095
PRK,Fruits Other,706857.1429,636000,0,70857.14286,0.899757478,0,0.100242522
ZAR,Fruits Other,543857.1429,489571.4286,0,54285.71429,0.900183872,0,0.099816128
DNK,Fruits Other,95857.14286,94857.14286,0,1000,0.989567809,0,0.010432191
DJI,Fruits Other,2857.142857,2857.142857,0,0,1,0,0
DMI,Fruits Other,3000,2000,0,1000,0.666666667,0,0.333333333
DOM,Fruits Other,355285.7143,294142.8571,24714.28571,36428.57143,0.827905107,0.069561721,0.102533172
ECU,Fruits Other,357571.4286,318428.5714,0,39142.85714,0.890531362,0,0.109468638
EGY,Fruits Other,1294142.857,1167857.143,0,126285.7143,0.902417485,0,0.097582515
ELS,Fruits Other,118000,106857.1429,0,11142.85714,0.905569007,0,0.094430993
ERI,Fruits Other,4857.142857,4571.428571,0,285.7142857,0.941176471,0,0.058823529
EST,Fruits Other,26142.85714,26142.85714,0,0,1,0,0
ETH,Fruits Other,490714.2857,478428.5714,0,12285.71429,0.97496361,0,0.02503639
FJI,Fruits Other,13428.57143,12428.57143,0,1000,0.925531915,0,0.074468085
FIN,Fruits Other,79857.14286,78000,0,1857.142857,0.976744186,0,0.023255814
FRA,Fruits Other,2015714.286,1752571.429,0,263142.8571,0.869454288,0,0.130545712
PYF,Fruits Other,5571.428571,5571.428571,0,0,1,0,0
GAB,Fruits Other,12428.57143,11428.57143,0,1000,0.91954023,0,0.08045977
GMB,Fruits Other,5428.571429,5428.571429,0,0,1,0,0
GEO,Fruits Other,122142.8571,111413.515,3015.056462,7714.285714,0.912157432,0.024684673,0.063157895
DEU,Fruits Other,2258571.429,2107714.286,0,150857.1429,0.933206831,0,0.066793169
GHA,Fruits Other,60857.14286,55571.42857,0,5285.714286,0.91314554,0,0.08685446
GRC,Fruits Other,569571.4286,439667.6798,6618.034448,123285.7143,0.771927203,0.011619323,0.216453474
GRD,Fruits Other,7714.285714,5714.285714,0,2000,0.740740741,0,0.259259259
GUA,Fruits Other,320142.8571,300000,0,20142.85714,0.93708166,0,0.06291834
GIN,Fruits Other,156000,129571.4286,0,26428.57143,0.830586081,0,0.169413919
GNB,Fruits Other,23142.85714,19142.85714,0,4000,0.827160494,0,0.172839506
GUY,Fruits Other,13428.57143,12714.28571,0,714.2857143,0.946808511,0,0.053191489
HAI,Fruits Other,335571.4286,271142.8571,0,64428.57143,0.808003406,0,0.191996594
HON,Fruits Other,57285.71429,51285.71429,0,6000,0.895261845,0,0.104738155
HUN,Fruits Other,221142.8571,217428.5714,0,3714.285714,0.983204134,0,0.016795866
ISL,Fruits Other,5571.428571,5571.428571,0,0,1,0,0
IND,Fruits Other,21976142.86,19522857.14,0,2453285.714,0.888365955,0,0.111634045
IDN,Fruits Other,4322000,3889142.857,0,432857.1429,0.899847954,0,0.100152046
IRN,Fruits Other,2943285.714,2644000,0,299285.7143,0.898315779,0,0.101684221
IRL,Fruits Other,66428.57143,64571.42857,0,1857.142857,0.972043011,0,0.027956989
ISR,Fruits Other,243000,236285.7143,0,6714.285714,0.972369195,0,0.027630805
ITA,Fruits Other,2579857.143,2378000,0,201857.1429,0.921756465,0,0.078243535
JAM,Fruits Other,87428.57143,79714.28571,0,7714.285714,0.911764706,0,0.088235294
JPN,Fruits Other,1537714.286,1341142.857,0,196571.4286,0.872166481,0,0.127833519
JOR,Fruits Other,45571.42857,42285.71429,0,3285.714286,0.927899687,0,0.072100313
KAZ,Fruits Other,68142.85714,66714.28571,0,1428.571429,0.979035639,0,0.020964361
KEN,Fruits Other,363714.2857,335285.7143,0,28428.57143,0.921838178,0,0.078161822
KIR,Fruits Other,1000,1000,0,0,1,0,0
KWT,Fruits Other,56000,55428.57143,0,571.4285714,0.989795918,0,0.010204082
KGZ,Fruits Other,29857.14286,27714.28571,0,2142.857143,0.928229665,0,0.071770335
LAO,Fruits Other,49000,46428.57143,0,2571.428571,0.947521866,0,0.052478134
LVA,Fruits Other,33142.85714,33142.85714,0,0,1,0,0
LBN,Fruits Other,241857.1429,205714.2857,0,36142.85714,0.850561134,0,0.149438866
LSO,Fruits Other,22857.14286,20142.85714,0,2714.285714,0.88125,0,0.11875
LBR,Fruits Other,3142.857143,3142.857143,0,0,1,0,0
LBY,Fruits Other,88142.85714,80571.42857,0,7571.428571,0.914100486,0,0.085899514
LTU,Fruits Other,37857.14286,32142.85714,0,5714.285714,0.849056604,0,0.150943396
LUX,Fruits Other,13000,13000,0,0,1,0,0
MDG,Fruits Other,419857.1429,351000,0,68857.14286,0.835998639,0,0.164001361
MWI,Fruits Other,229142.8571,206285.7143,0,22857.14286,0.900249377,0,0.099750623
MYS,Fruits Other,462142.8571,424714.2857,0,37428.57143,0.919010819,0,0.080989181
MDV,Fruits Other,13285.71429,12428.57143,0,857.1428571,0.935483871,0,0.064516129
MLI,Fruits Other,177285.7143,170571.4286,0,6714.285714,0.962127317,0,0.037872683
MLT,Fruits Other,7000,6571.428571,0,428.5714286,0.93877551,0,0.06122449
MRT,Fruits Other,3571.428571,3571.428571,0,0,1,0,0
MUS,Fruits Other,13000,13000,0,0,1,0,0
MEX,Fruits Other,3690428.571,3274285.714,0,416142.8571,0.887237255,0,0.112762745
MNG,Fruits Other,8714.285714,8714.285714,0,0,1,0,0
MAR,Fruits Other,435571.4286,401714.2857,0,33857.14286,0.922269597,0,0.077730403
MOZ,Fruits Other,203285.7143,183000,0,20285.71429,0.900210822,0,0.099789178
MMR,Fruits Other,992428.5714,940857.1429,0,51571.42857,0.948035123,0,0.051964877
NAM,Fruits Other,30142.85714,29142.85714,0,1000,0.966824645,0,0.033175355
NPL,Fruits Other,665000,618714.2857,0,46285.71429,0.930397422,0,0.069602578
NLD,Fruits Other,290428.5714,269142.8571,0,21285.71429,0.926709297,0,0.073290703
ANT,Fruits Other,6142.857143,5857.142857,0,285.7142857,0.953488372,0,0.046511628
NCL,Fruits Other,5571.428571,5571.428571,0,0,1,0,0
NZL,Fruits Other,132142.8571,122000,0,10142.85714,0.923243243,0,0.076756757
NIC,Fruits Other,16000,14285.71429,0,1714.285714,0.892857143,0,0.107142857
NER,Fruits Other,74428.57143,70428.57143,0,4000,0.946257198,0,0.053742802
NGA,Fruits Other,2879142.857,2522571.429,0,356571.4286,0.876153617,0,0.123846383
NOR,Fruits Other,84857.14286,81571.42857,0,3285.714286,0.961279461,0,0.038720539
PAK,Fruits Other,2067571.429,2000857.143,0,66714.28571,0.96773302,0,0.03226698
PAN,Fruits Other,43000,40142.85714,0,2857.142857,0.933554817,0,0.066445183
PRY,Fruits Other,89428.57143,81000,0,8428.571429,0.905750799,0,0.094249201
PER,Fruits Other,670428.5714,467000,0,203428.5714,0.696569359,0,0.303430641
PHL,Fruits Other,4065285.714,3914285.714,0,151000,0.962856239,0,0.037143761
POL,Fruits Other,671142.8571,591285.7143,0,79857.14286,0.881013197,0,0.118986803
PRT,Fruits Other,392000,360571.4286,0,31428.57143,0.919825073,0,0.080174927
KOR,Fruits Other,1166285.714,1056857.143,0,109428.5714,0.906173444,0,0.093826556
MDA,Fruits Other,89428.57143,79428.57143,0,10000,0.888178914,0,0.111821086
ROM,Fruits Other,756142.8571,694167.413,41832.58698,20142.85714,0.918037387,0.055323656,0.026638957
RUS,Fruits Other,2020571.429,1990000,0,30571.42857,0.98486991,0,0.01513009
RWA,Fruits Other,71000,68000,0,3000,0.957746479,0,0.042253521
KNA,Fruits Other,1857.142857,1857.142857,0,0,1,0,0
STL,Fruits Other,13142.85714,7285.714286,2285.714286,3571.428571,0.554347826,0.173913043,0.27173913
VCT,Fruits Other,1857.142857,1857.142857,0,0,1,0,0
WSM,Fruits Other,15714.28571,13714.28571,0,2000,0.872727273,0,0.127272727
STP,Fruits Other,2142.857143,2142.857143,0,0,1,0,0
SAU,Fruits Other,350428.5714,319142.8571,0,31285.71429,0.910721565,0,0.089278435
SEN,Fruits Other,102142.8571,85142.85714,0,17000,0.833566434,0,0.166433566
SRM,Fruits Other,603428.5714,572142.8571,0,31285.71429,0.948153409,0,0.051846591
SYC,Fruits Other,2000,2000,0,0,1,0,0
SLE,Fruits Other,60000,54142.85714,0,5857.142857,0.902380952,0,0.097619048
SVK,Fruits Other,124714.2857,120000,0,4714.285714,0.962199313,0,0.037800687
SVN,Fruits Other,56857.14286,51857.14286,0,5000,0.912060302,0,0.087939698
SLB,Fruits Other,17285.71429,16285.71429,0,1000,0.94214876,0,0.05785124
ZAF,Fruits Other,461285.7143,416142.8571,0,45142.85714,0.902136884,0,0.097863116
ESP,Fruits Other,1634571.429,1293395.811,37747.04583,303428.5714,0.791275186,0.023092931,0.185631883
LKA,Fruits Other,138571.4286,114142.8571,0,24428.57143,0.82371134,0,0.17628866
SDN,Fruits Other,581571.4286,495428.5714,0,86142.85714,0.851879145,0,0.148120855
SUR,Fruits Other,2714.285714,2714.285714,0,0,1,0,0
SWZ,Fruits Other,15571.42857,14428.57143,0,1142.857143,0.926605505,0,0.073394495
SWE,Fruits Other,192142.8571,183428.5714,0,8714.285714,0.95464684,0,0.04535316
CHE,Fruits Other,274000,265571.4286,0,8428.571429,0.96923879,0,0.03076121
SYR,Fruits Other,317857.1429,285857.1429,0,32000,0.899325843,0,0.100674157
TJK,Fruits Other,33285.71429,30714.28571,0,2571.428571,0.922746781,0,0.077253219
THA,Fruits Other,2095428.571,1907285.714,0,188142.8571,0.910212708,0,0.089787292
MKD,Fruits Other,56000,51000,0,5000,0.910714286,0,0.089285714
TGO,Fruits Other,20285.71429,18285.71429,0,2000,0.901408451,0,0.098591549
TRI,Fruits Other,40571.42857,40571.42857,0,0,1,0,0
TUN,Fruits Other,352428.5714,317142.8571,0,35285.71429,0.899878395,0,0.100121605
TUR,Fruits Other,1906142.857,1567285.714,0,338857.1429,0.822228884,0,0.177771116
TKM,Fruits Other,41857.14286,38857.14286,0,3000,0.928327645,0,0.071672355
UGA,Fruits Other,50857.14286,45857.14286,0,5000,0.901685393,0,0.098314607
UKR,Fruits Other,641142.8571,607714.2857,0,33428.57143,0.947860963,0,0.052139037
ARE,Fruits Other,124571.4286,86285.71429,0,38285.71429,0.69266055,0,0.30733945
GBR,Fruits Other,1125000,1089571.429,0,35428.57143,0.968507937,0,0.031492063
TZA,Fruits Other,488714.2857,440000,0,48714.28571,0.900321543,0,0.099678457
USA,Fruits Other,5206857.143,4908857.143,0,298000,0.942767779,0,0.057232221
URY,Fruits Other,62714.28571,57285.71429,0,5428.571429,0.913439636,0,0.086560364
UZB,Fruits Other,252142.8571,224142.8571,0,28000,0.888951841,0,0.111048159
VUT,Fruits Other,8000,7000,0,1000,0.875,0,0.125
VEN,Fruits Other,443857.1429,382857.1429,0,61000,0.862568394,0,0.137431606
VNM,Fruits Other,2404000,2177000,0,227000,0.905574043,0,0.094425957
YEM,Fruits Other,189000,180285.7143,0,8714.285714,0.953892668,0,0.046107332
ZMB,Fruits Other,99571.42857,89857.14286,0,9714.285714,0.902439024,0,0.097560976
ZWE,Fruits Other,5714.285714,5714.285714,0,0,1,0,0
ALB,Grapefruit,142.8571429,142.8571429,0,0,1,0,0
DZA,Grapefruit,1857.142857,1857.142857,0,0,1,0,0
ARG,Grapefruit,181285.7143,166285.7143,0,15000,0.917257683,0,0.082742317
ARM,Grapefruit,285.7142857,285.7142857,0,0,1,0,0
AUS,Grapefruit,14142.85714,14142.85714,0,0,1,0,0
AUT,Grapefruit,3285.714286,3285.714286,0,0,1,0,0
BHA,Grapefruit,5857.142857,4000,0,1857.142857,0.682926829,0,0.317073171
BGD,Grapefruit,16000,15000,0,1000,0.9375,0,0.0625
BAR,Grapefruit,1000,1000,0,0,1,0,0
BLR,Grapefruit,4000,4000,0,0,1,0,0
BEL,Grapefruit,19571.42857,19571.42857,0,0,1,0,0
BZE,Grapefruit,21714.28571,21714.28571,0,0,1,0,0
BOL,Grapefruit,28714.28571,27714.28571,0,1000,0.965174129,0,0.034825871
BIH,Grapefruit,285.7142857,285.7142857,0,0,1,0,0
BWA,Grapefruit,142.8571429,142.8571429,0,0,1,0,0
BRA,Grapefruit,52571.42857,42714.28571,0,9857.142857,0.8125,0,0.1875
BRN,Grapefruit,285.7142857,285.7142857,0,0,1,0,0
BGR,Grapefruit,3714.285714,3714.285714,0,0,1,0,0
KHM,Grapefruit,2857.142857,2857.142857,0,0,1,0,0
CAN,Grapefruit,122285.7143,120285.7143,0,2000,0.98364486,0,0.01635514
CAF,Grapefruit,4000,4000,0,0,1,0,0
CHN,Grapefruit,349428.5714,321571.4286,0,27857.14286,0.920278005,0,0.079721995
COG,Grapefruit,3428.571429,3428.571429,0,0,1,0,0
COS,Grapefruit,15142.85714,15142.85714,0,0,1,0,0
HRV,Grapefruit,2428.571429,2428.571429,0,0,1,0,0
CUB,Grapefruit,196571.4286,156571.4286,0,40000,0.796511628,0,0.203488372
CYP,Grapefruit,9142.857143,6857.142857,0,2285.714286,0.75,0,0.25
CZE,Grapefruit,12285.71429,12285.71429,0,0,1,0,0
CIV,Grapefruit,15142.85714,15142.85714,0,0,1,0,0
ZAR,Grapefruit,10000,9000,0,1000,0.9,0,0.1
DNK,Grapefruit,4714.285714,4714.285714,0,0,1,0,0
DMI,Grapefruit,17714.28571,13428.57143,0,4285.714286,0.758064516,0,0.241935484
DOM,Grapefruit,7857.142857,7000,0,857.1428571,0.890909091,0,0.109090909
ECU,Grapefruit,4142.857143,4142.857143,0,0,1,0,0
EGY,Grapefruit,2714.285714,2714.285714,0,0,1,0,0
ELS,Grapefruit,1142.857143,1142.857143,0,0,1,0,0
EST,Grapefruit,1142.857143,1142.857143,0,0,1,0,0
FIN,Grapefruit,5428.571429,5428.571429,0,0,1,0,0
FRA,Grapefruit,329142.8571,317000,0,12142.85714,0.963107639,0,0.036892361
PYF,Grapefruit,285.7142857,285.7142857,0,0,1,0,0
DEU,Grapefruit,111857.1429,111571.4286,0,285.7142857,0.997445722,0,0.002554278
GHA,Grapefruit,285.7142857,285.7142857,0,0,1,0,0
GRC,Grapefruit,10000,10000,0,0,1,0,0
GRD,Grapefruit,2142.857143,2142.857143,0,0,1,0,0
GUA,Grapefruit,1857.142857,1857.142857,0,0,1,0,0
GUY,Grapefruit,2142.857143,2142.857143,0,0,1,0,0
HAI,Grapefruit,7714.285714,7571.428571,0,142.8571429,0.981481481,0,0.018518519
HON,Grapefruit,14285.71429,10857.14286,0,3428.571429,0.76,0,0.24
HUN,Grapefruit,3857.142857,3857.142857,0,0,1,0,0
ISL,Grapefruit,428.5714286,428.5714286,0,0,1,0,0
IND,Grapefruit,125857.1429,113285.7143,0,12571.42857,0.900113507,0,0.099886493
IRN,Grapefruit,41285.71429,36857.14286,0,4428.571429,0.892733564,0,0.107266436
IRL,Grapefruit,6428.571429,6428.571429,0,0,1,0,0
ISR,Grapefruit,134142.8571,90714.28571,0,43428.57143,0.676251331,0,0.323748669
ITA,Grapefruit,77571.42857,75571.42857,0,2000,0.974217311,0,0.025782689
JAM,Grapefruit,41428.57143,37428.57143,0,4000,0.903448276,0,0.096551724
JPN,Grapefruit,400285.7143,360142.8571,0,40142.85714,0.89971449,0,0.10028551
JOR,Grapefruit,7142.857143,7142.857143,0,0,1,0,0
KAZ,Grapefruit,1000,1000,0,0,1,0,0
KEN,Grapefruit,14285.71429,13285.71429,0,1000,0.93,0,0.07
KWT,Grapefruit,857.1428571,857.1428571,0,0,1,0,0
LAO,Grapefruit,6857.142857,6857.142857,0,0,1,0,0
LVA,Grapefruit,857.1428571,857.1428571,0,0,1,0,0
LBN,Grapefruit,11714.28571,10428.57143,0,1285.714286,0.890243902,0,0.109756098
LBY,Grapefruit,428.5714286,428.5714286,0,0,1,0,0
LTU,Grapefruit,2428.571429,2428.571429,0,0,1,0,0
LUX,Grapefruit,1428.571429,1428.571429,0,0,1,0,0
MDG,Grapefruit,9000,8000,0,1000,0.888888889,0,0.111111111
MYS,Grapefruit,5714.285714,5571.428571,0,142.8571429,0.975,0,0.025
MUS,Grapefruit,1000,1000,0,0,1,0,0
MEX,Grapefruit,266285.7143,239000,0,27285.71429,0.897532189,0,0.102467811
MAR,Grapefruit,1857.142857,1857.142857,0,0,1,0,0
MOZ,Grapefruit,12571.42857,11142.85714,0,1428.571429,0.886363636,0,0.113636364
NPL,Grapefruit,142.8571429,142.8571429,0,0,1,0,0
NLD,Grapefruit,116428.5714,115428.5714,0,1000,0.991411043,0,0.008588957
NCL,Grapefruit,142.8571429,142.8571429,0,0,1,0,0
NZL,Grapefruit,4142.857143,4142.857143,0,0,1,0,0
NIC,Grapefruit,428.5714286,428.5714286,0,0,1,0,0
NOR,Grapefruit,2428.571429,2428.571429,0,0,1,0,0
PRY,Grapefruit,47000,41714.28571,0,5285.714286,0.887537994,0,0.112462006
PER,Grapefruit,4571.428571,3571.428571,0,1000,0.78125,0,0.21875
PHL,Grapefruit,47857.14286,47857.14286,0,0,1,0,0
POL,Grapefruit,70714.28571,67571.42857,0,3142.857143,0.955555556,0,0.044444444
PRT,Grapefruit,10857.14286,10428.57143,0,428.5714286,0.960526316,0,0.039473684
KOR,Grapefruit,3571.428571,3571.428571,0,0,1,0,0
MDA,Grapefruit,285.7142857,285.7142857,0,0,1,0,0
ROM,Grapefruit,10857.14286,10571.42857,0,285.7142857,0.973684211,0,0.026315789
RUS,Grapefruit,49857.14286,49857.14286,0,0,1,0,0
STL,Grapefruit,2714.285714,2714.285714,0,0,1,0,0
VCT,Grapefruit,428.5714286,428.5714286,0,0,1,0,0
SAU,Grapefruit,7142.857143,7142.857143,0,0,1,0,0
SRM,Grapefruit,1000,1000,0,0,1,0,0
SVK,Grapefruit,7714.285714,7714.285714,0,0,1,0,0
SVN,Grapefruit,4142.857143,4000,0,142.8571429,0.965517241,0,0.034482759
ZAF,Grapefruit,111714.2857,98000,0,13714.28571,0.877237852,0,0.122762148
ESP,Grapefruit,4857.142857,3857.142857,0,1000,0.794117647,0,0.205882353
SDN,Grapefruit,66000,56000,0,10000,0.848484848,0,0.151515152
SUR,Grapefruit,1000,1000,0,0,1,0,0
SWZ,Grapefruit,14571.42857,9857.142857,0,4714.285714,0.676470588,0,0.323529412
SWE,Grapefruit,9428.571429,9428.571429,0,0,1,0,0
CHE,Grapefruit,21428.57143,21428.57143,0,0,1,0,0
SYR,Grapefruit,5714.285714,5714.285714,0,0,1,0,0
THA,Grapefruit,15142.85714,15142.85714,0,0,1,0,0
MKD,Grapefruit,714.2857143,714.2857143,0,0,1,0,0
TRI,Grapefruit,3428.571429,3428.571429,0,0,1,0,0
