"Statistic","Month","Meteorological Weather Station","UNIT","VALUE"
"Average Minimum Temperature","2006M02","Galway","Degrees C","2.6"
"Average Minimum Temperature","2006M02","Kilkenny","Degrees C","2.1"
"Average Minimum Temperature","2006M02","Malin head","Degrees C","4"
"Average Minimum Temperature","2006M02","Mullingar","Degrees C","1.4"
"Average Minimum Temperature","2006M02","Roches Point","Degrees C",""
"Average Minimum Temperature","2006M02","Rosslare","Degrees C","4.8"
"Average Minimum Temperature","2006M02","Shannon airport","Degrees C","2.7"
"Average Minimum Temperature","2006M03","Belmullet","Degrees C","4"
"Average Minimum Temperature","2006M03","Birr","Degrees C","2.4"
"Average Minimum Temperature","2006M03","Valentia Observatory","Degrees C","4.6"
"Average Minimum Temperature","2006M03","Casement","Degrees C","2.3"
"Average Minimum Temperature","2006M03","Claremorris","Degrees C",""
"Average Minimum Temperature","2006M03","Clones","Degrees C","2.1"
"Average Minimum Temperature","2006M03","Cork airport","Degrees C","3.1"
"Average Minimum Temperature","2006M03","Dublin airport","Degrees C","2.3"
"Average Minimum Temperature","2006M03","Galway","Degrees C","2.7"
"Average Minimum Temperature","2006M03","Kilkenny","Degrees C","2.6"
"Average Minimum Temperature","2006M03","Malin head","Degrees C","4"
"Average Minimum Temperature","2006M03","Mullingar","Degrees C","2.1"
"Average Minimum Temperature","2006M03","Roches Point","Degrees C",""
"Average Minimum Temperature","2006M03","Rosslare","Degrees C","4.4"
"Average Minimum Temperature","2006M03","Shannon airport","Degrees C","3.1"
"Average Minimum Temperature","2006M04","Belmullet","Degrees C","6.1"
"Average Minimum Temperature","2006M04","Birr","Degrees C","4.3"
"Average Minimum Temperature","2006M04","Valentia Observatory","Degrees C","6.5"
"Average Minimum Temperature","2006M04","Casement","Degrees C","3.2"
"Average Minimum Temperature","2006M04","Claremorris","Degrees C",""
"Average Minimum Temperature","2006M04","Clones","Degrees C","4.2"
"Average Minimum Temperature","2006M04","Cork airport","Degrees C","4.8"
"Average Minimum Temperature","2006M04","Dublin airport","Degrees C","3.8"
"Average Minimum Temperature","2006M04","Galway","Degrees C","4.9"
"Average Minimum Temperature","2006M04","Kilkenny","Degrees C","4.4"
"Average Minimum Temperature","2006M04","Malin head","Degrees C","5.6"
"Average Minimum Temperature","2006M04","Mullingar","Degrees C","3.8"
"Average Minimum Temperature","2006M04","Roches Point","Degrees C",""
"Average Minimum Temperature","2006M04","Rosslare","Degrees C","6.4"
"Average Minimum Temperature","2006M04","Shannon airport","Degrees C","5.3"
"Average Minimum Temperature","2006M05","Belmullet","Degrees C","8.3"
"Average Minimum Temperature","2006M05","Birr","Degrees C","7"
"Average Minimum Temperature","2006M05","Valentia Observatory","Degrees C","8.5"
"Average Minimum Temperature","2006M05","Casement","Degrees C","7.2"
"Average Minimum Temperature","2006M05","Claremorris","Degrees C",""
"Average Minimum Temperature","2006M05","Clones","Degrees C","7.1"
"Average Minimum Temperature","2006M05","Cork airport","Degrees C","7.5"
"Average Minimum Temperature","2006M05","Dublin airport","Degrees C","7"
"Average Minimum Temperature","2006M05","Galway","Degrees C","7.6"
"Average Minimum Temperature","2006M05","Kilkenny","Degrees C","7.3"
"Average Minimum Temperature","2006M05","Malin head","Degrees C","8"
"Average Minimum Temperature","2006M05","Mullingar","Degrees C","6.7"
"Average Minimum Temperature","2006M05","Roches Point","Degrees C",""
"Average Minimum Temperature","2006M05","Rosslare","Degrees C","8.8"
"Average Minimum Temperature","2006M05","Shannon airport","Degrees C","8.1"
"Average Minimum Temperature","2006M06","Belmullet","Degrees C","11.4"
"Average Minimum Temperature","2006M06","Birr","Degrees C","10.1"
"Average Minimum Temperature","2006M06","Valentia Observatory","Degrees C","10.8"
"Average Minimum Temperature","2006M06","Casement","Degrees C","10.3"
"Average Minimum Temperature","2006M06","Claremorris","Degrees C",""
"Average Minimum Temperature","2006M06","Clones","Degrees C","10.4"
"Average Minimum Temperature","2006M06","Cork airport","Degrees C","10.7"
"Average Minimum Temperature","2006M06","Dublin airport","Degrees C","10.4"
"Average Minimum Temperature","2006M06","Galway","Degrees C","10.5"
"Average Minimum Temperature","2006M06","Kilkenny","Degrees C","10.3"
"Average Minimum Temperature","2006M06","Malin head","Degrees C","11"
"Average Minimum Temperature","2006M06","Mullingar","Degrees C","9.9"
"Average Minimum Temperature","2006M06","Roches Point","Degrees C",""
"Average Minimum Temperature","2006M06","Rosslare","Degrees C","12.3"
"Average Minimum Temperature","2006M06","Shannon airport","Degrees C","11"
"Average Minimum Temperature","2006M07","Belmullet","Degrees C","13.1"
"Average Minimum Temperature","2006M07","Birr","Degrees C","12.5"
"Average Minimum Temperature","2006M07","Valentia Observatory","Degrees C","13.8"
"Average Minimum Temperature","2006M07","Casement","Degrees C","12.3"
"Average Minimum Temperature","2006M07","Claremorris","Degrees C",""
"Average Minimum Temperature","2006M07","Clones","Degrees C","12.6"
"Average Minimum Temperature","2006M07","Cork airport","Degrees C","12.7"
"Average Minimum Temperature","2006M07","Dublin airport","Degrees C","12.1"
"Average Minimum Temperature","2006M07","Galway","Degrees C","12.8"
"Average Minimum Temperature","2006M07","Kilkenny","Degrees C","11.8"
"Average Minimum Temperature","2006M07","Malin head","Degrees C","13.3"
"Average Minimum Temperature","2006M07","Mullingar","Degrees C","11.7"
"Average Minimum Temperature","2006M07","Roches Point","Degrees C",""
"Average Minimum Temperature","2006M07","Rosslare","Degrees C","14.3"
"Average Minimum Temperature","2006M07","Shannon airport","Degrees C","13.7"
"Average Minimum Temperature","2006M08","Belmullet","Degrees C","12.7"
"Average Minimum Temperature","2006M08","Birr","Degrees C","11.3"
"Average Minimum Temperature","2006M08","Valentia Observatory","Degrees C","13.2"
"Average Minimum Temperature","2006M08","Casement","Degrees C","11.4"
"Average Minimum Temperature","2006M08","Claremorris","Degrees C",""
"Average Minimum Temperature","2006M08","Clones","Degrees C","11.6"
"Average Minimum Temperature","2006M08","Cork airport","Degrees C","11.7"
"Average Minimum Temperature","2006M08","Dublin airport","Degrees C","11.1"
"Average Minimum Temperature","2006M08","Galway","Degrees C","12"
"Average Minimum Temperature","2006M08","Kilkenny","Degrees C","11.5"
"Average Minimum Temperature","2006M08","Malin head","Degrees C","12.9"
"Average Minimum Temperature","2006M08","Mullingar","Degrees C","11.1"
"Average Minimum Temperature","2006M08","Roches Point","Degrees C",""
"Average Minimum Temperature","2006M08","Rosslare","Degrees C","13.1"
"Average Minimum Temperature","2006M08","Shannon airport","Degrees C","12.3"
"Average Minimum Temperature","2006M09","Belmullet","Degrees C","12.5"
"Average Minimum Temperature","2006M09","Birr","Degrees C","11.5"
"Average Minimum Temperature","2006M09","Valentia Observatory","Degrees C","13.1"
"Average Minimum Temperature","2006M09","Casement","Degrees C","12.1"
"Average Minimum Temperature","2006M09","Claremorris","Degrees C",""
"Average Minimum Temperature","2006M09","Clones","Degrees C","11.2"
"Average Minimum Temperature","2006M09","Cork airport","Degrees C","11.6"
"Average Minimum Temperature","2006M09","Dublin airport","Degrees C","11.5"
"Average Minimum Temperature","2006M09","Galway","Degrees C","12.2"
"Average Minimum Temperature","2006M09","Kilkenny","Degrees C","11.4"
"Average Minimum Temperature","2006M09","Malin head","Degrees C","12.2"
"Average Minimum Temperature","2006M09","Mullingar","Degrees C","10.8"
"Average Minimum Temperature","2006M09","Roches Point","Degrees C",""
"Average Minimum Temperature","2006M09","Rosslare","Degrees C","14"
"Average Minimum Temperature","2006M09","Shannon airport","Degrees C","12.5"
"Average Minimum Temperature","2006M10","Belmullet","Degrees C","10.4"
"Average Minimum Temperature","2006M10","Birr","Degrees C","8.7"
"Average Minimum Temperature","2006M10","Valentia Observatory","Degrees C","11.5"
"Average Minimum Temperature","2006M10","Casement","Degrees C","9.1"
"Average Minimum Temperature","2006M10","Claremorris","Degrees C",""
"Average Minimum Temperature","2006M10","Clones","Degrees C","8.3"
"Average Minimum Temperature","2006M10","Cork airport","Degrees C","9.6"
"Average Minimum Temperature","2006M10","Dublin airport","Degrees C","8.7"
"Average Minimum Temperature","2006M10","Galway","Degrees C","9"
"Average Minimum Temperature","2006M10","Kilkenny","Degrees C","8.9"
"Average Minimum Temperature","2006M10","Malin head","Degrees C","10.1"
"Average Minimum Temperature","2006M10","Mullingar","Degrees C","7.9"
"Average Minimum Temperature","2006M10","Roches Point","Degrees C",""
"Average Minimum Temperature","2006M10","Rosslare","Degrees C","11.1"
"Average Minimum Temperature","2006M10","Shannon airport","Degrees C","10.2"
"Average Minimum Temperature","2006M11","Belmullet","Degrees C","6.6"
"Average Minimum Temperature","2006M11","Birr","Degrees C","3.7"
"Average Minimum Temperature","2006M11","Valentia Observatory","Degrees C","6.9"
"Average Minimum Temperature","2006M11","Casement","Degrees C","4.5"
"Average Minimum Temperature","2006M11","Claremorris","Degrees C",""
"Average Minimum Temperature","2006M11","Clones","Degrees C","3.7"
"Average Minimum Temperature","2006M11","Cork airport","Degrees C","4.6"
"Average Minimum Temperature","2006M11","Dublin airport","Degrees C","4.3"
"Average Minimum Temperature","2006M11","Galway","Degrees C","4.9"
"Average Minimum Temperature","2006M11","Kilkenny","Degrees C","2.6"
"Average Minimum Temperature","2006M11","Malin head","Degrees C","6.2"
"Average Minimum Temperature","2006M11","Mullingar","Degrees C","3.1"
"Average Minimum Temperature","2006M11","Roches Point","Degrees C",""
"Average Minimum Temperature","2006M11","Rosslare","Degrees C","7"
"Average Minimum Temperature","2006M11","Shannon airport","Degrees C","4.9"
"Average Minimum Temperature","2006M12","Belmullet","Degrees C","5.8"
"Average Minimum Temperature","2006M12","Birr","Degrees C","4"
"Average Minimum Temperature","2006M12","Valentia Observatory","Degrees C","6.9"
"Average Minimum Temperature","2006M12","Casement","Degrees C","3.7"
"Average Minimum Temperature","2006M12","Claremorris","Degrees C",""
"Average Minimum Temperature","2006M12","Clones","Degrees C","3.5"
"Average Minimum Temperature","2006M12","Cork airport","Degrees C","4.4"
"Average Minimum Temperature","2006M12","Dublin airport","Degrees C","3.9"
"Average Minimum Temperature","2006M12","Galway","Degrees C","4.8"
"Average Minimum Temperature","2006M12","Kilkenny","Degrees C","3.6"
"Average Minimum Temperature","2006M12","Malin head","Degrees C","4.9"
"Average Minimum Temperature","2006M12","Mullingar","Degrees C","3.1"
"Average Minimum Temperature","2006M12","Roches Point","Degrees C",""
"Average Minimum Temperature","2006M12","Rosslare","Degrees C","6.2"
"Average Minimum Temperature","2006M12","Shannon airport","Degrees C","4.9"
"Average Minimum Temperature","2007M01","Belmullet","Degrees C","5.5"
"Average Minimum Temperature","2007M01","Birr","Degrees C","3.6"
"Average Minimum Temperature","2007M01","Valentia Observatory","Degrees C","6.1"
"Average Minimum Temperature","2007M01","Casement","Degrees C","3.7"
"Average Minimum Temperature","2007M01","Claremorris","Degrees C",""
"Average Minimum Temperature","2007M01","Clones","Degrees C","3.2"
"Average Minimum Temperature","2007M01","Cork airport","Degrees C","3.8"
"Average Minimum Temperature","2007M01","Dublin airport","Degrees C","3.7"
"Average Minimum Temperature","2007M01","Galway","Degrees C","4.9"
"Average Minimum Temperature","2007M01","Kilkenny","Degrees C","3.5"
"Average Minimum Temperature","2007M01","Malin head","Degrees C","5.1"
"Average Minimum Temperature","2007M01","Mullingar","Degrees C","3.4"
"Average Minimum Temperature","2007M01","Roches Point","Degrees C",""
"Average Minimum Temperature","2007M01","Rosslare","Degrees C","5.6"
"Average Minimum Temperature","2007M01","Shannon airport","Degrees C","4.5"
"Average Minimum Temperature","2007M02","Belmullet","Degrees C","3.8"
"Average Minimum Temperature","2007M02","Birr","Degrees C","1.7"
"Average Minimum Temperature","2007M02","Valentia Observatory","Degrees C","5.2"
"Average Minimum Temperature","2007M02","Casement","Degrees C","2.3"
"Average Minimum Temperature","2007M02","Claremorris","Degrees C",""
"Average Minimum Temperature","2007M02","Clones","Degrees C","1.8"
"Average Minimum Temperature","2007M02","Cork airport","Degrees C","3.6"
"Average Minimum Temperature","2007M02","Dublin airport","Degrees C","2.2"
"Average Minimum Temperature","2007M02","Galway","Degrees C","2.9"
"Average Minimum Temperature","2007M02","Kilkenny","Degrees C","1.5"
"Average Minimum Temperature","2007M02","Malin head","Degrees C","4.4"
"Average Minimum Temperature","2007M02","Mullingar","Degrees C","1.1"
"Average Minimum Temperature","2007M02","Roches Point","Degrees C",""
"Average Minimum Temperature","2007M02","Rosslare","Degrees C","5.1"
"Average Minimum Temperature","2007M02","Shannon airport","Degrees C","2.8"
"Average Minimum Temperature","2007M03","Belmullet","Degrees C","5.4"
"Average Minimum Temperature","2007M03","Birr","Degrees C","2.6"
"Average Minimum Temperature","2007M03","Valentia Observatory","Degrees C","5.9"
"Average Minimum Temperature","2007M03","Casement","Degrees C","2.9"
"Average Minimum Temperature","2007M03","Claremorris","Degrees C",""
"Average Minimum Temperature","2007M03","Clones","Degrees C","2.6"
"Average Minimum Temperature","2007M03","Cork airport","Degrees C","3.4"
"Average Minimum Temperature","2007M03","Dublin airport","Degrees C","2.8"
"Average Minimum Temperature","2007M03","Galway","Degrees C","3.7"
"Average Minimum Temperature","2007M03","Kilkenny","Degrees C","2.2"
"Average Minimum Temperature","2007M03","Malin head","Degrees C","4.8"
"Average Minimum Temperature","2007M03","Mullingar","Degrees C","2.2"
"Average Minimum Temperature","2007M03","Roches Point","Degrees C",""
"Average Minimum Temperature","2007M03","Rosslare","Degrees C","5.1"
"Average Minimum Temperature","2007M03","Shannon airport","Degrees C","4"
"Average Minimum Temperature","2007M04","Belmullet","Degrees C","7.6"
"Average Minimum Temperature","2007M04","Birr","Degrees C","5.7"
"Average Minimum Temperature","2007M04","Valentia Observatory","Degrees C","6.9"
"Average Minimum Temperature","2007M04","Casement","Degrees C","5.7"
"Average Minimum Temperature","2007M04","Claremorris","Degrees C",""
"Average Minimum Temperature","2007M04","Clones","Degrees C","5.7"
"Average Minimum Temperature","2007M04","Cork airport","Degrees C","7.3"
"Average Minimum Temperature","2007M04","Dublin airport","Degrees C","6.4"
"Average Minimum Temperature","2007M04","Galway","Degrees C","5.6"
"Average Minimum Temperature","2007M04","Kilkenny","Degrees C","5.9"
"Average Minimum Temperature","2007M04","Malin head","Degrees C","7.9"
"Average Minimum Temperature","2007M04","Mullingar","Degrees C","5.5"
"Average Minimum Temperature","2007M04","Roches Point","Degrees C",""
"Average Minimum Temperature","2007M04","Rosslare","Degrees C","8.9"
