Statistic,Month,Meteorological Weather Station,UNIT,VALUE
Most Sunshine Hours in a Day,1958M01,Belmullet,Number,5.9
Most Sunshine Hours in a Day,1958M01,Birr,Number,7.0
Most Sunshine Hours in a Day,1958M01,Valentia Observatory,Number,6.2
Most Sunshine Hours in a Day,1958M01,Casement,Number,
Most Sunshine Hours in a Day,1958M01,Claremorris,Number,5.7
Most Sunshine Hours in a Day,1958M01,Clones,Number,6.3
Most Sunshine Hours in a Day,1958M01,Cork airport,Number,
Most Sunshine Hours in a Day,1958M01,Dublin airport,Number,7.5
Most Sunshine Hours in a Day,1958M01,Galway,Number,
Most Sunshine Hours in a Day,1958M01,Kilkenny,Number,7.4
Most Sunshine Hours in a Day,1958M01,Malin head,Number,6.3
Most Sunshine Hours in a Day,1958M01,Mullingar,Number,7.1
Most Sunshine Hours in a Day,1958M01,Roches Point,Number,7.0
Most Sunshine Hours in a Day,1958M01,Rosslare,Number,7.7
Most Sunshine Hours in a Day,1958M01,Shannon airport,Number,7.1
Most Sunshine Hours in a Day,1958M02,Belmullet,Number,7.0
Most Sunshine Hours in a Day,1958M02,Birr,Number,8.8
Most Sunshine Hours in a Day,1958M02,Valentia Observatory,Number,9.0
Most Sunshine Hours in a Day,1958M02,Casement,Number,
Most Sunshine Hours in a Day,1958M02,Claremorris,Number,8.4
Most Sunshine Hours in a Day,1958M02,Clones,Number,9.2
Most Sunshine Hours in a Day,1958M02,Cork airport,Number,
Most Sunshine Hours in a Day,1958M02,Dublin airport,Number,7.3
Most Sunshine Hours in a Day,1958M02,Galway,Number,
Most Sunshine Hours in a Day,1958M02,Kilkenny,Number,8.8
Most Sunshine Hours in a Day,1958M02,Malin head,Number,7.1
Most Sunshine Hours in a Day,1958M02,Mullingar,Number,9.9
Most Sunshine Hours in a Day,1958M02,Roches Point,Number,9.7
Most Sunshine Hours in a Day,1958M02,Rosslare,Number,8.5
Most Sunshine Hours in a Day,1958M02,Shannon airport,Number,8.8
Most Sunshine Hours in a Day,1958M03,Belmullet,Number,9.4
Most Sunshine Hours in a Day,1958M03,Birr,Number,9.8
Most Sunshine Hours in a Day,1958M03,Valentia Observatory,Number,7.5
Most Sunshine Hours in a Day,1958M03,Casement,Number,
Most Sunshine Hours in a Day,1958M03,Claremorris,Number,8.5
Most Sunshine Hours in a Day,1958M03,Clones,Number,8.2
Most Sunshine Hours in a Day,1958M03,Cork airport,Number,
Most Sunshine Hours in a Day,1958M03,Dublin airport,Number,9.1
Most Sunshine Hours in a Day,1958M03,Galway,Number,
Most Sunshine Hours in a Day,1958M03,Kilkenny,Number,9.1
Most Sunshine Hours in a Day,1958M03,Malin head,Number,9.2
Most Sunshine Hours in a Day,1958M03,Mullingar,Number,9.2
Most Sunshine Hours in a Day,1958M03,Roches Point,Number,9.5
Most Sunshine Hours in a Day,1958M03,Rosslare,Number,9.7
Most Sunshine Hours in a Day,1958M03,Shannon airport,Number,8.7
Most Sunshine Hours in a Day,1958M04,Belmullet,Number,11.3
Most Sunshine Hours in a Day,1958M04,Birr,Number,11.9
Most Sunshine Hours in a Day,1958M04,Valentia Observatory,Number,13.0
Most Sunshine Hours in a Day,1958M04,Casement,Number,
Most Sunshine Hours in a Day,1958M04,Claremorris,Number,11.3
Most Sunshine Hours in a Day,1958M04,Clones,Number,11.1
Most Sunshine Hours in a Day,1958M04,Cork airport,Number,
Most Sunshine Hours in a Day,1958M04,Dublin airport,Number,12.0
Most Sunshine Hours in a Day,1958M04,Galway,Number,
Most Sunshine Hours in a Day,1958M04,Kilkenny,Number,12.0
Most Sunshine Hours in a Day,1958M04,Malin head,Number,12.0
Most Sunshine Hours in a Day,1958M04,Mullingar,Number,12.2
Most Sunshine Hours in a Day,1958M04,Roches Point,Number,11.1
Most Sunshine Hours in a Day,1958M04,Rosslare,Number,12.1
Most Sunshine Hours in a Day,1958M04,Shannon airport,Number,11.9
Most Sunshine Hours in a Day,1958M05,Belmullet,Number,13.5
Most Sunshine Hours in a Day,1958M05,Birr,Number,12.8
Most Sunshine Hours in a Day,1958M05,Valentia Observatory,Number,12.2
Most Sunshine Hours in a Day,1958M05,Casement,Number,
Most Sunshine Hours in a Day,1958M05,Claremorris,Number,11.3
Most Sunshine Hours in a Day,1958M05,Clones,Number,11.3
Most Sunshine Hours in a Day,1958M05,Cork airport,Number,
Most Sunshine Hours in a Day,1958M05,Dublin airport,Number,13.2
Most Sunshine Hours in a Day,1958M05,Galway,Number,
Most Sunshine Hours in a Day,1958M05,Kilkenny,Number,11.9
Most Sunshine Hours in a Day,1958M05,Malin head,Number,14.2
Most Sunshine Hours in a Day,1958M05,Mullingar,Number,12.6
Most Sunshine Hours in a Day,1958M05,Roches Point,Number,13.8
Most Sunshine Hours in a Day,1958M05,Rosslare,Number,13.2
Most Sunshine Hours in a Day,1958M05,Shannon airport,Number,14.1
Most Sunshine Hours in a Day,1958M06,Belmullet,Number,13.5
Most Sunshine Hours in a Day,1958M06,Birr,Number,13.9
Most Sunshine Hours in a Day,1958M06,Valentia Observatory,Number,11.9
Most Sunshine Hours in a Day,1958M06,Casement,Number,
Most Sunshine Hours in a Day,1958M06,Claremorris,Number,9.3
Most Sunshine Hours in a Day,1958M06,Clones,Number,9.4
Most Sunshine Hours in a Day,1958M06,Cork airport,Number,
Most Sunshine Hours in a Day,1958M06,Dublin airport,Number,12.8
Most Sunshine Hours in a Day,1958M06,Galway,Number,
Most Sunshine Hours in a Day,1958M06,Kilkenny,Number,12.0
Most Sunshine Hours in a Day,1958M06,Malin head,Number,14.6
Most Sunshine Hours in a Day,1958M06,Mullingar,Number,13.2
Most Sunshine Hours in a Day,1958M06,Roches Point,Number,12.6
Most Sunshine Hours in a Day,1958M06,Rosslare,Number,15.4
Most Sunshine Hours in a Day,1958M06,Shannon airport,Number,11.8
Most Sunshine Hours in a Day,1958M07,Belmullet,Number,15.3
Most Sunshine Hours in a Day,1958M07,Birr,Number,13.6
Most Sunshine Hours in a Day,1958M07,Valentia Observatory,Number,12.6
Most Sunshine Hours in a Day,1958M07,Casement,Number,
Most Sunshine Hours in a Day,1958M07,Claremorris,Number,13.0
Most Sunshine Hours in a Day,1958M07,Clones,Number,13.3
Most Sunshine Hours in a Day,1958M07,Cork airport,Number,
Most Sunshine Hours in a Day,1958M07,Dublin airport,Number,12.0
Most Sunshine Hours in a Day,1958M07,Galway,Number,
Most Sunshine Hours in a Day,1958M07,Kilkenny,Number,11.2
Most Sunshine Hours in a Day,1958M07,Malin head,Number,15.4
Most Sunshine Hours in a Day,1958M07,Mullingar,Number,12.4
Most Sunshine Hours in a Day,1958M07,Roches Point,Number,12.7
Most Sunshine Hours in a Day,1958M07,Rosslare,Number,11.4
Most Sunshine Hours in a Day,1958M07,Shannon airport,Number,12.2
Most Sunshine Hours in a Day,1958M08,Belmullet,Number,12.5
Most Sunshine Hours in a Day,1958M08,Birr,Number,13.1
Most Sunshine Hours in a Day,1958M08,Valentia Observatory,Number,11.6
Most Sunshine Hours in a Day,1958M08,Casement,Number,
Most Sunshine Hours in a Day,1958M08,Claremorris,Number,12.5
Most Sunshine Hours in a Day,1958M08,Clones,Number,11.2
Most Sunshine Hours in a Day,1958M08,Cork airport,Number,
Most Sunshine Hours in a Day,1958M08,Dublin airport,Number,12.3
Most Sunshine Hours in a Day,1958M08,Galway,Number,
Most Sunshine Hours in a Day,1958M08,Kilkenny,Number,12.8
Most Sunshine Hours in a Day,1958M08,Malin head,Number,11.8
Most Sunshine Hours in a Day,1958M08,Mullingar,Number,11.9
Most Sunshine Hours in a Day,1958M08,Roches Point,Number,12.2
Most Sunshine Hours in a Day,1958M08,Rosslare,Number,12.6
Most Sunshine Hours in a Day,1958M08,Shannon airport,Number,11.5
Most Sunshine Hours in a Day,1958M09,Belmullet,Number,10.8
Most Sunshine Hours in a Day,1958M09,Birr,Number,9.2
Most Sunshine Hours in a Day,1958M09,Valentia Observatory,Number,9.1
Most Sunshine Hours in a Day,1958M09,Casement,Number,
Most Sunshine Hours in a Day,1958M09,Claremorris,Number,6.8
Most Sunshine Hours in a Day,1958M09,Clones,Number,8.1
Most Sunshine Hours in a Day,1958M09,Cork airport,Number,
Most Sunshine Hours in a Day,1958M09,Dublin airport,Number,10.0
Most Sunshine Hours in a Day,1958M09,Galway,Number,
Most Sunshine Hours in a Day,1958M09,Kilkenny,Number,8.2
Most Sunshine Hours in a Day,1958M09,Malin head,Number,10.2
Most Sunshine Hours in a Day,1958M09,Mullingar,Number,10.6
Most Sunshine Hours in a Day,1958M09,Roches Point,Number,9.4
Most Sunshine Hours in a Day,1958M09,Rosslare,Number,10.7
Most Sunshine Hours in a Day,1958M09,Shannon airport,Number,10.1
Most Sunshine Hours in a Day,1958M10,Belmullet,Number,7.0
Most Sunshine Hours in a Day,1958M10,Birr,Number,7.3
Most Sunshine Hours in a Day,1958M10,Valentia Observatory,Number,6.3
Most Sunshine Hours in a Day,1958M10,Casement,Number,
Most Sunshine Hours in a Day,1958M10,Claremorris,Number,7.2
Most Sunshine Hours in a Day,1958M10,Clones,Number,8.8
Most Sunshine Hours in a Day,1958M10,Cork airport,Number,
Most Sunshine Hours in a Day,1958M10,Dublin airport,Number,9.3
Most Sunshine Hours in a Day,1958M10,Galway,Number,
Most Sunshine Hours in a Day,1958M10,Kilkenny,Number,8.4
Most Sunshine Hours in a Day,1958M10,Malin head,Number,7.2
Most Sunshine Hours in a Day,1958M10,Mullingar,Number,8.3
Most Sunshine Hours in a Day,1958M10,Roches Point,Number,8.5
Most Sunshine Hours in a Day,1958M10,Rosslare,Number,8.6
Most Sunshine Hours in a Day,1958M10,Shannon airport,Number,7.3
Most Sunshine Hours in a Day,1958M11,Belmullet,Number,6.3
Most Sunshine Hours in a Day,1958M11,Birr,Number,6.8
Most Sunshine Hours in a Day,1958M11,Valentia Observatory,Number,5.8
Most Sunshine Hours in a Day,1958M11,Casement,Number,
Most Sunshine Hours in a Day,1958M11,Claremorris,Number,5.7
Most Sunshine Hours in a Day,1958M11,Clones,Number,6.0
Most Sunshine Hours in a Day,1958M11,Cork airport,Number,
Most Sunshine Hours in a Day,1958M11,Dublin airport,Number,6.2
Most Sunshine Hours in a Day,1958M11,Galway,Number,
Most Sunshine Hours in a Day,1958M11,Kilkenny,Number,7.3
Most Sunshine Hours in a Day,1958M11,Malin head,Number,6.6
Most Sunshine Hours in a Day,1958M11,Mullingar,Number,6.2
Most Sunshine Hours in a Day,1958M11,Roches Point,Number,5.0
Most Sunshine Hours in a Day,1958M11,Rosslare,Number,7.8
Most Sunshine Hours in a Day,1958M11,Shannon airport,Number,6.3
Most Sunshine Hours in a Day,1958M12,Belmullet,Number,5.3
Most Sunshine Hours in a Day,1958M12,Birr,Number,5.9
Most Sunshine Hours in a Day,1958M12,Valentia Observatory,Number,6.2
Most Sunshine Hours in a Day,1958M12,Casement,Number,
Most Sunshine Hours in a Day,1958M12,Claremorris,Number,4.9
Most Sunshine Hours in a Day,1958M12,Clones,Number,5.3
Most Sunshine Hours in a Day,1958M12,Cork airport,Number,
Most Sunshine Hours in a Day,1958M12,Dublin airport,Number,6.4
Most Sunshine Hours in a Day,1958M12,Galway,Number,
Most Sunshine Hours in a Day,1958M12,Kilkenny,Number,5.7
Most Sunshine Hours in a Day,1958M12,Malin head,Number,5.9
Most Sunshine Hours in a Day,1958M12,Mullingar,Number,6.6
Most Sunshine Hours in a Day,1958M12,Roches Point,Number,6.0
Most Sunshine Hours in a Day,1958M12,Rosslare,Number,6.3
Most Sunshine Hours in a Day,1958M12,Shannon airport,Number,6.0
Most Sunshine Hours in a Day,1959M01,Belmullet,Number,8.0
Most Sunshine Hours in a Day,1959M01,Birr,Number,7.4
Most Sunshine Hours in a Day,1959M01,Valentia Observatory,Number,7.3
Most Sunshine Hours in a Day,1959M01,Casement,Number,
Most Sunshine Hours in a Day,1959M01,Claremorris,Number,7.9
Most Sunshine Hours in a Day,1959M01,Clones,Number,7.8
Most Sunshine Hours in a Day,1959M01,Cork airport,Number,
Most Sunshine Hours in a Day,1959M01,Dublin airport,Number,7.6
Most Sunshine Hours in a Day,1959M01,Galway,Number,
Most Sunshine Hours in a Day,1959M01,Kilkenny,Number,7.5
Most Sunshine Hours in a Day,1959M01,Malin head,Number,7.2
Most Sunshine Hours in a Day,1959M01,Mullingar,Number,7.8
Most Sunshine Hours in a Day,1959M01,Roches Point,Number,7.4
Most Sunshine Hours in a Day,1959M01,Rosslare,Number,7.8
Most Sunshine Hours in a Day,1959M01,Shannon airport,Number,6.8
Most Sunshine Hours in a Day,1959M02,Belmullet,Number,8.3
Most Sunshine Hours in a Day,1959M02,Birr,Number,8.7
Most Sunshine Hours in a Day,1959M02,Valentia Observatory,Number,8.5
Most Sunshine Hours in a Day,1959M02,Casement,Number,
Most Sunshine Hours in a Day,1959M02,Claremorris,Number,7.9
Most Sunshine Hours in a Day,1959M02,Clones,Number,7.9
Most Sunshine Hours in a Day,1959M02,Cork airport,Number,
Most Sunshine Hours in a Day,1959M02,Dublin airport,Number,8.9
Most Sunshine Hours in a Day,1959M02,Galway,Number,
Most Sunshine Hours in a Day,1959M02,Kilkenny,Number,8.4
Most Sunshine Hours in a Day,1959M02,Malin head,Number,7.6
Most Sunshine Hours in a Day,1959M02,Mullingar,Number,8.1
Most Sunshine Hours in a Day,1959M02,Roches Point,Number,8.0
Most Sunshine Hours in a Day,1959M02,Rosslare,Number,7.9
Most Sunshine Hours in a Day,1959M02,Shannon airport,Number,8.8
Most Sunshine Hours in a Day,1959M03,Belmullet,Number,10.2
Most Sunshine Hours in a Day,1959M03,Birr,Number,9.9
Most Sunshine Hours in a Day,1959M03,Valentia Observatory,Number,10.1
Most Sunshine Hours in a Day,1959M03,Casement,Number,
Most Sunshine Hours in a Day,1959M03,Claremorris,Number,9.7
Most Sunshine Hours in a Day,1959M03,Clones,Number,9.1
Most Sunshine Hours in a Day,1959M03,Cork airport,Number,
Most Sunshine Hours in a Day,1959M03,Dublin airport,Number,9.8
Most Sunshine Hours in a Day,1959M03,Galway,Number,
Most Sunshine Hours in a Day,1959M03,Kilkenny,Number,10.4
Most Sunshine Hours in a Day,1959M03,Malin head,Number,9.6
Most Sunshine Hours in a Day,1959M03,Mullingar,Number,9.9
Most Sunshine Hours in a Day,1959M03,Roches Point,Number,10.0
Most Sunshine Hours in a Day,1959M03,Rosslare,Number,10.3
Most Sunshine Hours in a Day,1959M03,Shannon airport,Number,9.6
Most Sunshine Hours in a Day,1959M04,Belmullet,Number,11.9
Most Sunshine Hours in a Day,1959M04,Birr,Number,10.3
Most Sunshine Hours in a Day,1959M04,Valentia Observatory,Number,12.8
Most Sunshine Hours in a Day,1959M04,Casement,Number,
Most Sunshine Hours in a Day,1959M04,Claremorris,Number,12.4
Most Sunshine Hours in a Day,1959M04,Clones,Number,11.7
Most Sunshine Hours in a Day,1959M04,Cork airport,Number,
Most Sunshine Hours in a Day,1959M04,Dublin airport,Number,13.2
Most Sunshine Hours in a Day,1959M04,Galway,Number,
Most Sunshine Hours in a Day,1959M04,Kilkenny,Number,11.0
Most Sunshine Hours in a Day,1959M04,Malin head,Number,12.0
Most Sunshine Hours in a Day,1959M04,Mullingar,Number,12.5
Most Sunshine Hours in a Day,1959M04,Roches Point,Number,12.1
Most Sunshine Hours in a Day,1959M04,Rosslare,Number,11.2
Most Sunshine Hours in a Day,1959M04,Shannon airport,Number,12.4
Most Sunshine Hours in a Day,1959M05,Belmullet,Number,15.2
Most Sunshine Hours in a Day,1959M05,Birr,Number,14.8
Most Sunshine Hours in a Day,1959M05,Valentia Observatory,Number,14.4
Most Sunshine Hours in a Day,1959M05,Casement,Number,
Most Sunshine Hours in a Day,1959M05,Claremorris,Number,14.8
Most Sunshine Hours in a Day,1959M05,Clones,Number,14.9
Most Sunshine Hours in a Day,1959M05,Cork airport,Number,
Most Sunshine Hours in a Day,1959M05,Dublin airport,Number,15.0
Most Sunshine Hours in a Day,1959M05,Galway,Number,
Most Sunshine Hours in a Day,1959M05,Kilkenny,Number,15.0
Most Sunshine Hours in a Day,1959M05,Malin head,Number,15.2
Most Sunshine Hours in a Day,1959M05,Mullingar,Number,15.1
Most Sunshine Hours in a Day,1959M05,Roches Point,Number,14.7
Most Sunshine Hours in a Day,1959M05,Rosslare,Number,14.5
Most Sunshine Hours in a Day,1959M05,Shannon airport,Number,14.2
Most Sunshine Hours in a Day,1959M06,Belmullet,Number,16.3
Most Sunshine Hours in a Day,1959M06,Birr,Number,15.0
Most Sunshine Hours in a Day,1959M06,Valentia Observatory,Number,15.5
Most Sunshine Hours in a Day,1959M06,Casement,Number,
Most Sunshine Hours in a Day,1959M06,Claremorris,Number,15.9
Most Sunshine Hours in a Day,1959M06,Clones,Number,15.7
Most Sunshine Hours in a Day,1959M06,Cork airport,Number,
Most Sunshine Hours in a Day,1959M06,Dublin airport,Number,15.5
Most Sunshine Hours in a Day,1959M06,Galway,Number,
Most Sunshine Hours in a Day,1959M06,Kilkenny,Number,15.8
Most Sunshine Hours in a Day,1959M06,Malin head,Number,14.0
Most Sunshine Hours in a Day,1959M06,Mullingar,Number,15.8
Most Sunshine Hours in a Day,1959M06,Roches Point,Number,15.2
Most Sunshine Hours in a Day,1959M06,Rosslare,Number,15.3
Most Sunshine Hours in a Day,1959M06,Shannon airport,Number,15.4
Most Sunshine Hours in a Day,1959M07,Belmullet,Number,13.9
Most Sunshine Hours in a Day,1959M07,Birr,Number,14.8
Most Sunshine Hours in a Day,1959M07,Valentia Observatory,Number,13.0
Most Sunshine Hours in a Day,1959M07,Casement,Number,
Most Sunshine Hours in a Day,1959M07,Claremorris,Number,13.3
Most Sunshine Hours in a Day,1959M07,Clones,Number,11.4
Most Sunshine Hours in a Day,1959M07,Cork airport,Number,
Most Sunshine Hours in a Day,1959M07,Dublin airport,Number,14.2
Most Sunshine Hours in a Day,1959M07,Galway,Number,
Most Sunshine Hours in a Day,1959M07,Kilkenny,Number,14.6
Most Sunshine Hours in a Day,1959M07,Malin head,Number,9.5
Most Sunshine Hours in a Day,1959M07,Mullingar,Number,13.2
Most Sunshine Hours in a Day,1959M07,Roches Point,Number,13.8
Most Sunshine Hours in a Day,1959M07,Rosslare,Number,15.3
Most Sunshine Hours in a Day,1959M07,Shannon airport,Number,12.9
Most Sunshine Hours in a Day,1959M08,Belmullet,Number,11.4
Most Sunshine Hours in a Day,1959M08,Birr,Number,12.2
Most Sunshine Hours in a Day,1959M08,Valentia Observatory,Number,12.8
Most Sunshine Hours in a Day,1959M08,Casement,Number,
Most Sunshine Hours in a Day,1959M08,Claremorris,Number,9.3
Most Sunshine Hours in a Day,1959M08,Clones,Number,10.8
Most Sunshine Hours in a Day,1959M08,Cork airport,Number,
Most Sunshine Hours in a Day,1959M08,Dublin airport,Number,13.1
Most Sunshine Hours in a Day,1959M08,Galway,Number,
Most Sunshine Hours in a Day,1959M08,Kilkenny,Number,12.8
Most Sunshine Hours in a Day,1959M08,Malin head,Number,13.4
Most Sunshine Hours in a Day,1959M08,Mullingar,Number,12.1
Most Sunshine Hours in a Day,1959M08,Roches Point,Number,13.9
Most Sunshine Hours in a Day,1959M08,Rosslare,Number,13.1
Most Sunshine Hours in a Day,1959M08,Shannon airport,Number,11.3
Most Sunshine Hours in a Day,1959M09,Belmullet,Number,12.6
Most Sunshine Hours in a Day,1959M09,Birr,Number,10.9
Most Sunshine Hours in a Day,1959M09,Valentia Observatory,Number,11.4
Most Sunshine Hours in a Day,1959M09,Casement,Number,
Most Sunshine Hours in a Day,1959M09,Claremorris,Number,10.8
Most Sunshine Hours in a Day,1959M09,Clones,Number,11.4
Most Sunshine Hours in a Day,1959M09,Cork airport,Number,
Most Sunshine Hours in a Day,1959M09,Dublin airport,Number,11.6
Most Sunshine Hours in a Day,1959M09,Galway,Number,
Most Sunshine Hours in a Day,1959M09,Kilkenny,Number,11.0
Most Sunshine Hours in a Day,1959M09,Malin head,Number,11.6
Most Sunshine Hours in a Day,1959M09,Mullingar,Number,11.5
Most Sunshine Hours in a Day,1959M09,Roches Point,Number,12.0
Most Sunshine Hours in a Day,1959M09,Rosslare,Number,12.0
Most Sunshine Hours in a Day,1959M09,Shannon airport,Number,10.1
Most Sunshine Hours in a Day,1959M10,Belmullet,Number,9.4
Most Sunshine Hours in a Day,1959M10,Birr,Number,9.6
Most Sunshine Hours in a Day,1959M10,Valentia Observatory,Number,8.4
Most Sunshine Hours in a Day,1959M10,Casement,Number,
Most Sunshine Hours in a Day,1959M10,Claremorris,Number,8.7
Most Sunshine Hours in a Day,1959M10,Clones,Number,8.7
Most Sunshine Hours in a Day,1959M10,Cork airport,Number,
Most Sunshine Hours in a Day,1959M10,Dublin airport,Number,9.4
Most Sunshine Hours in a Day,1959M10,Galway,Number,
Most Sunshine Hours in a Day,1959M10,Kilkenny,Number,9.5
