,p_adj,unit,geotime,product,year,priceIDX
13810,RI,I15,FR,013200,2020,90.18
13811,RI,I15,HR,013200,2020,88.83
13812,RI,I15,HU,013200,2020,92.31
13813,RI,I15,IE,013200,2020,
13814,RI,I15,LT,013200,2020,92.0
13815,RI,I15,LU,013200,2020,81.92
13816,RI,I15,LV,013200,2020,111.31
13817,RI,I15,NL,013200,2020,97.14
13818,RI,I15,PL,013200,2020,90.24
13819,RI,I15,PT,013200,2020,93.89
13820,RI,I15,RO,013200,2020,108.86
13821,RI,I15,SE,013200,2020,93.48
13822,RI,I15,SK,013200,2020,95.99
13823,RI,I15,UK,013200,2020,
13824,RI,I15,AT,014000,2020,104.73
13825,RI,I15,BE,014000,2020,110.78
13826,RI,I15,BG,014000,2020,85.89
13827,RI,I15,CY,014000,2020,90.55
13828,RI,I15,CZ,014000,2020,93.27
13829,RI,I15,DK,014000,2020,105.41
13830,RI,I15,EE,014000,2020,79.95
13831,RI,I15,EL,014000,2020,96.61
13832,RI,I15,ES,014000,2020,86.52
13833,RI,I15,EU27_2020,014000,2020,104.95
13834,RI,I15,EU28,014000,2020,104.95
13835,RI,I15,FI,014000,2020,111.42
13836,RI,I15,FR,014000,2020,111.55
13837,RI,I15,HR,014000,2020,83.81
13838,RI,I15,HU,014000,2020,104.21
13839,RI,I15,IE,014000,2020,110.6
13840,RI,I15,IT,014000,2020,91.07
13841,RI,I15,LT,014000,2020,95.87
13842,RI,I15,LU,014000,2020,108.18
13843,RI,I15,LV,014000,2020,117.59
13844,RI,I15,PL,014000,2020,109.71
13845,RI,I15,PT,014000,2020,96.06
13846,RI,I15,RO,014000,2020,105.81
13847,RI,I15,SE,014000,2020,112.4
13848,RI,I15,SK,014000,2020,95.46
13849,RI,I15,UK,014000,2020,
13850,RI,I15,AT,015000,2020,82.6
13851,RI,I15,BG,015000,2020,104.75
13852,RI,I15,CZ,015000,2020,92.64
13853,RI,I15,DE,015000,2020,104.54
13854,RI,I15,EL,015000,2020,99.99
13855,RI,I15,ES,015000,2020,107.88
13856,RI,I15,EU27_2020,015000,2020,104.42
13857,RI,I15,EU28,015000,2020,104.42
13858,RI,I15,FR,015000,2020,101.0
13859,RI,I15,HR,015000,2020,99.38
13860,RI,I15,HU,015000,2020,103.31
13861,RI,I15,IT,015000,2020,111.17
13862,RI,I15,LT,015000,2020,99.45
13863,RI,I15,LU,015000,2020,91.65
13864,RI,I15,PL,015000,2020,105.45
13865,RI,I15,PT,015000,2020,97.78
13866,RI,I15,RO,015000,2020,107.92
13867,RI,I15,SI,015000,2020,89.07
13868,RI,I15,SK,015000,2020,88.73
13869,RI,I15,BG,016000,2020,87.21
13870,RI,I15,EL,016000,2020,108.07
13871,RI,I15,ES,016000,2020,110.58
13872,RI,I15,EU27_2020,016000,2020,95.34
13873,RI,I15,EU28,016000,2020,95.34
13874,RI,I15,HU,016000,2020,97.18
13875,RI,I15,IT,016000,2020,81.26
13876,RI,I15,PT,016000,2020,120.86
13877,RI,I15,AT,019000,2020,100.3
13878,RI,I15,BE,019000,2020,120.71
13879,RI,I15,BG,019000,2020,91.65
13880,RI,I15,CY,019000,2020,145.96
13881,RI,I15,CZ,019000,2020,96.14
13882,RI,I15,DE,019000,2020,97.73
13883,RI,I15,DK,019000,2020,101.94
13884,RI,I15,ES,019000,2020,100.76
13885,RI,I15,EU27_2020,019000,2020,101.1
13886,RI,I15,EU28,019000,2020,101.1
13887,RI,I15,FR,019000,2020,104.73
13888,RI,I15,HR,019000,2020,82.47
13889,RI,I15,HU,019000,2020,100.6
13890,RI,I15,IT,019000,2020,101.84
13891,RI,I15,LT,019000,2020,101.04
13892,RI,I15,LU,019000,2020,99.95
13893,RI,I15,LV,019000,2020,68.68
13894,RI,I15,PL,019000,2020,102.74
13895,RI,I15,PT,019000,2020,97.41
13896,RI,I15,SE,019000,2020,116.93
13897,RI,I15,SK,019000,2020,90.83
13898,RI,I15,AT,020000,2020,86.48
13899,RI,I15,BE,020000,2020,92.28
13900,RI,I15,BG,020000,2020,94.76
13901,RI,I15,CY,020000,2020,131.98
13902,RI,I15,CZ,020000,2020,91.38
13903,RI,I15,DE,020000,2020,92.44
13904,RI,I15,DK,020000,2020,100.01
13905,RI,I15,EE,020000,2020,97.14
13906,RI,I15,EL,020000,2020,99.6
13907,RI,I15,ES,020000,2020,82.57
13908,RI,I15,EU27_2020,020000,2020,93.48
13909,RI,I15,EU28,020000,2020,93.48
13910,RI,I15,FI,020000,2020,99.07
13911,RI,I15,FR,020000,2020,93.46
13912,RI,I15,HR,020000,2020,105.3
13913,RI,I15,HU,020000,2020,98.03
13914,RI,I15,IT,020000,2020,100.49
13915,RI,I15,LT,020000,2020,93.37
13916,RI,I15,LU,020000,2020,98.44
13917,RI,I15,LV,020000,2020,102.04
13918,RI,I15,NL,020000,2020,70.31
13919,RI,I15,PL,020000,2020,91.73
13920,RI,I15,PT,020000,2020,96.51
13921,RI,I15,RO,020000,2020,94.05
13922,RI,I15,SE,020000,2020,111.93
13923,RI,I15,SI,020000,2020,117.36
13924,RI,I15,SK,020000,2020,88.94
13925,RI,I15,UK,020000,2020,
13926,RI,I15,AT,021000,2020,89.33
13927,RI,I15,BE,021000,2020,110.33
13928,RI,I15,BG,021000,2020,98.21
13929,RI,I15,CY,021000,2020,131.98
13930,RI,I15,CZ,021000,2020,93.27
13931,RI,I15,DE,021000,2020,97.83
13932,RI,I15,DK,021000,2020,104.94
13933,RI,I15,EE,021000,2020,97.14
13934,RI,I15,EL,021000,2020,104.25
13935,RI,I15,ES,021000,2020,89.4
13936,RI,I15,EU27_2020,021000,2020,97.1
13937,RI,I15,EU28,021000,2020,97.1
13938,RI,I15,FI,021000,2020,103.82
13939,RI,I15,FR,021000,2020,96.62
13940,RI,I15,HR,021000,2020,99.0
13941,RI,I15,HU,021000,2020,97.49
13942,RI,I15,IT,021000,2020,102.04
13943,RI,I15,LT,021000,2020,97.85
13944,RI,I15,LU,021000,2020,98.49
13945,RI,I15,LV,021000,2020,98.7
13946,RI,I15,PL,021000,2020,98.2
13947,RI,I15,PT,021000,2020,90.1
13948,RI,I15,RO,021000,2020,94.14
13949,RI,I15,SE,021000,2020,108.42
13950,RI,I15,SI,021000,2020,86.08
13951,RI,I15,SK,021000,2020,92.79
13952,RI,I15,UK,021000,2020,
13953,RI,I15,AT,021100,2020,97.35
13954,RI,I15,BE,021100,2020,110.33
13955,RI,I15,BG,021100,2020,99.68
13956,RI,I15,CZ,021100,2020,90.04
13957,RI,I15,DE,021100,2020,97.83
13958,RI,I15,DK,021100,2020,104.94
13959,RI,I15,EE,021100,2020,97.14
13960,RI,I15,EU27_2020,021100,2020,97.59
13961,RI,I15,EU28,021100,2020,97.59
13962,RI,I15,FI,021100,2020,103.82
13963,RI,I15,FR,021100,2020,97.98
13964,RI,I15,HR,021100,2020,94.75
13965,RI,I15,HU,021100,2020,98.32
13966,RI,I15,LT,021100,2020,97.83
13967,RI,I15,LU,021100,2020,98.49
13968,RI,I15,LV,021100,2020,98.48
13969,RI,I15,PL,021100,2020,98.2
13970,RI,I15,RO,021100,2020,90.87
13971,RI,I15,SE,021100,2020,108.42
13972,RI,I15,SI,021100,2020,88.89
13973,RI,I15,SK,021100,2020,94.24
13974,RI,I15,UK,021100,2020,
13975,RI,I15,AT,021200,2020,86.48
13976,RI,I15,BG,021200,2020,98.33
13977,RI,I15,CZ,021200,2020,93.63
13978,RI,I15,EL,021200,2020,104.49
13979,RI,I15,ES,021200,2020,89.4
13980,RI,I15,EU27_2020,021200,2020,95.05
13981,RI,I15,EU28,021200,2020,95.05
13982,RI,I15,FR,021200,2020,91.63
13983,RI,I15,HR,021200,2020,92.47
13984,RI,I15,HU,021200,2020,96.39
13985,RI,I15,IT,021200,2020,96.6
13986,RI,I15,PT,021200,2020,90.1
13987,RI,I15,RO,021200,2020,95.06
13988,RI,I15,SK,021200,2020,89.6
13989,RI,I15,AT,021300,2020,101.5
13990,RI,I15,BG,021300,2020,66.71
13991,RI,I15,EU27_2020,021300,2020,100.56
13992,RI,I15,EU28,021300,2020,100.56
13993,RI,I15,FR,021300,2020,94.09
13994,RI,I15,HR,021300,2020,103.96
13995,RI,I15,HU,021300,2020,106.76
13996,RI,I15,IT,021300,2020,103.11
13997,RI,I15,RO,021300,2020,100.13
13998,RI,I15,SI,021300,2020,99.22
13999,RI,I15,SK,021300,2020,91.98
14000,RI,I15,AT,021900,2020,78.82
14001,RI,I15,BG,021900,2020,101.83
14002,RI,I15,CY,021900,2020,131.98
14003,RI,I15,CZ,021900,2020,122.62
14004,RI,I15,EL,021900,2020,98.85
14005,RI,I15,EU27_2020,021900,2020,97.99
14006,RI,I15,EU28,021900,2020,97.99
14007,RI,I15,HU,021900,2020,102.56
14008,RI,I15,LT,021900,2020,135.93
14009,RI,I15,LV,021900,2020,177.63
14010,RI,I15,SI,021900,2020,73.25
14011,RI,I15,SK,021900,2020,98.05
14012,RI,I15,UK,021900,2020,
14013,RI,I15,AT,022000,2020,89.98
14014,RI,I15,BE,022000,2020,107.96
14015,RI,I15,BG,022000,2020,62.54
14016,RI,I15,CZ,022000,2020,85.1
14017,RI,I15,DK,022000,2020,107.95
14018,RI,I15,ES,022000,2020,101.53
14019,RI,I15,EU27_2020,022000,2020,92.75
14020,RI,I15,EU28,022000,2020,92.75
14021,RI,I15,FI,022000,2020,120.22
14022,RI,I15,FR,022000,2020,95.6
14023,RI,I15,HR,022000,2020,94.51
14024,RI,I15,HU,022000,2020,95.72
14025,RI,I15,IT,022000,2020,103.01
14026,RI,I15,LT,022000,2020,87.0
14027,RI,I15,LU,022000,2020,95.57
14028,RI,I15,LV,022000,2020,128.4
14029,RI,I15,NL,022000,2020,121.91
14030,RI,I15,PL,022000,2020,80.59
14031,RI,I15,RO,022000,2020,109.54
14032,RI,I15,SK,022000,2020,78.01
14033,RI,I15,UK,022000,2020,
14034,RI,I15,BE,023000,2020,99.18
14035,RI,I15,BG,023000,2020,83.05
14036,RI,I15,EL,023000,2020,115.51
14037,RI,I15,ES,023000,2020,99.12
14038,RI,I15,EU27_2020,023000,2020,107.71
14039,RI,I15,EU28,023000,2020,107.71
14040,RI,I15,FR,023000,2020,103.84
14041,RI,I15,HR,023000,2020,164.16
14042,RI,I15,HU,023000,2020,
14043,RI,I15,IT,023000,2020,108.06
14044,RI,I15,PL,023000,2020,117.96
14045,RI,I15,PT,023000,2020,
14046,RI,I15,AT,024000,2020,78.45
14047,RI,I15,BE,024000,2020,77.08
14048,RI,I15,CZ,024000,2020,74.42
14049,RI,I15,DE,024000,2020,77.41
14050,RI,I15,DK,024000,2020,76.56
14051,RI,I15,EL,024000,2020,88.75
14052,RI,I15,ES,024000,2020,73.04
14053,RI,I15,EU27_2020,024000,2020,80.32
14054,RI,I15,EU28,024000,2020,80.32
14055,RI,I15,FI,024000,2020,75.75
14056,RI,I15,FR,024000,2020,85.32
14057,RI,I15,HR,024000,2020,107.97
14058,RI,I15,HU,024000,2020,
14059,RI,I15,IT,024000,2020,83.79
14060,RI,I15,LT,024000,2020,75.09
14061,RI,I15,NL,024000,2020,67.31
14062,RI,I15,PL,024000,2020,77.23
14063,RI,I15,PT,024000,2020,
14064,RI,I15,RO,024000,2020,83.15
14065,RI,I15,SE,024000,2020,
14066,RI,I15,SK,024000,2020,67.31
14067,RI,I15,UK,024000,2020,
14068,RI,I15,AT,029000,2020,110.72
14069,RI,I15,BE,029000,2020,111.1
14070,RI,I15,BG,029000,2020,56.91
14071,RI,I15,CZ,029000,2020,115.53
14072,RI,I15,EL,029000,2020,94.5
14073,RI,I15,ES,029000,2020,72.66
14074,RI,I15,EU27_2020,029000,2020,87.45
14075,RI,I15,EU28,029000,2020,87.45
14076,RI,I15,FR,029000,2020,81.07
14077,RI,I15,HU,029000,2020,131.48
14078,RI,I15,LV,029000,2020,45.77
14079,RI,I15,PL,029000,2020,118.39
14080,RI,I15,PT,029000,2020,99.88
14081,RI,I15,SE,029000,2020,
14082,RI,I15,SI,029000,2020,131.89
14083,RI,I15,UK,029000,2020,
14084,RI,I15,BE,029100,2020,118.65
14085,RI,I15,BG,029100,2020,93.07
14086,RI,I15,EL,029100,2020,94.5
14087,RI,I15,ES,029100,2020,68.04
14088,RI,I15,EU27_2020,029100,2020,87.42
14089,RI,I15,EU28,029100,2020,87.42
14090,RI,I15,FR,029100,2020,80.84
14091,RI,I15,LV,029100,2020,80.59
14092,RI,I15,PL,029100,2020,86.01
14093,RI,I15,AT,029200,2020,110.72
14094,RI,I15,BE,029200,2020,121.08
14095,RI,I15,BG,029200,2020,121.32
14096,RI,I15,CZ,029200,2020,115.53
14097,RI,I15,EU27_2020,029200,2020,115.85
14098,RI,I15,EU28,029200,2020,115.85
14099,RI,I15,FR,029200,2020,95.44
14100,RI,I15,PL,029200,2020,119.89
14101,RI,I15,PT,029200,2020,94.29
14102,RI,I15,SI,029200,2020,131.89
14103,RI,I15,UK,029200,2020,
14104,RI,I15,BE,029900,2020,98.07
14105,RI,I15,BG,029900,2020,56.45
14106,RI,I15,ES,029900,2020,77.37
14107,RI,I15,EU27_2020,029900,2020,76.81
14108,RI,I15,EU28,029900,2020,76.81
14109,RI,I15,HU,029900,2020,131.48
14110,RI,I15,LV,029900,2020,45.24
14111,RI,I15,PT,029900,2020,100.12
14112,RI,I15,SE,029900,2020,106.87
14113,RI,I15,UK,029900,2020,
14114,RI,I15,AT,030000,2020,114.41
14115,RI,I15,BE,030000,2020,110.52
14116,RI,I15,BG,030000,2020,85.77
14117,RI,I15,CY,030000,2020,122.52
14118,RI,I15,CZ,030000,2020,98.38
14119,RI,I15,DK,030000,2020,97.4
14120,RI,I15,EE,030000,2020,92.24
14121,RI,I15,EL,030000,2020,84.27
14122,RI,I15,ES,030000,2020,94.5
14123,RI,I15,EU27_2020,030000,2020,108.45
14124,RI,I15,EU28,030000,2020,108.45
14125,RI,I15,FI,030000,2020,94.88
14126,RI,I15,FR,030000,2020,110.96
14127,RI,I15,HR,030000,2020,95.32
14128,RI,I15,HU,030000,2020,92.64
14129,RI,I15,IT,030000,2020,118.35
14130,RI,I15,LV,030000,2020,91.53
14131,RI,I15,MT,030000,2020,97.38
14132,RI,I15,NL,030000,2020,123.41
14133,RI,I15,PL,030000,2020,
14134,RI,I15,PT,030000,2020,94.88
14135,RI,I15,RO,030000,2020,101.37
14136,RI,I15,SE,030000,2020,120.77
14137,RI,I15,UK,030000,2020,
14138,RI,I15,BG,031000,2020,89.04
14139,RI,I15,CY,031000,2020,106.3
14140,RI,I15,CZ,031000,2020,98.38
14141,RI,I15,DK,031000,2020,97.18
14142,RI,I15,EU27_2020,031000,2020,107.67
14143,RI,I15,EU28,031000,2020,107.67
14144,RI,I15,HR,031000,2020,88.69
14145,RI,I15,IT,031000,2020,109.51
14146,RI,I15,NL,031000,2020,124.81
14147,RI,I15,RO,031000,2020,75.85
14148,RI,I15,EU27_2020,032000,2020,98.04
14149,RI,I15,EU28,032000,2020,98.04
14150,RI,I15,LV,032000,2020,154.86
14151,RI,I15,RO,032000,2020,98.04
14152,RI,I15,AT,039000,2020,114.41
14153,RI,I15,BE,039000,2020,110.52
14154,RI,I15,BG,039000,2020,84.67
14155,RI,I15,CY,039000,2020,124.21
14156,RI,I15,DK,039000,2020,97.57
14157,RI,I15,EE,039000,2020,92.24
14158,RI,I15,EL,039000,2020,84.27
14159,RI,I15,ES,039000,2020,94.5
14160,RI,I15,EU27_2020,039000,2020,108.6
14161,RI,I15,EU28,039000,2020,108.6
14162,RI,I15,FI,039000,2020,94.88
14163,RI,I15,FR,039000,2020,110.96
14164,RI,I15,HR,039000,2020,97.55
14165,RI,I15,HU,039000,2020,92.64
14166,RI,I15,IT,039000,2020,121.17
14167,RI,I15,LV,039000,2020,91.52
14168,RI,I15,MT,039000,2020,97.38
14169,RI,I15,NL,039000,2020,108.92
14170,RI,I15,PL,039000,2020,
14171,RI,I15,PT,039000,2020,94.88
14172,RI,I15,RO,039000,2020,102.12
14173,RI,I15,SE,039000,2020,120.77
14174,RI,I15,UK,039000,2020,
14175,RI,I15,AT,039100,2020,136.54
14176,RI,I15,BE,039100,2020,114.3
14177,RI,I15,BG,039100,2020,83.14
14178,RI,I15,CY,039100,2020,124.53
14179,RI,I15,EL,039100,2020,82.07
14180,RI,I15,ES,039100,2020,96.14
14181,RI,I15,EU27_2020,039100,2020,101.22
14182,RI,I15,EU28,039100,2020,101.22
14183,RI,I15,FI,039100,2020,99.16
14184,RI,I15,HR,039100,2020,97.55
14185,RI,I15,HU,039100,2020,69.68
14186,RI,I15,IT,039100,2020,113.79
14187,RI,I15,LV,039100,2020,102.92
14188,RI,I15,PL,039100,2020,
14189,RI,I15,RO,039100,2020,102.22
14190,RI,I15,SE,039100,2020,90.18
14191,RI,I15,AT,039200,2020,110.54
14192,RI,I15,BE,039200,2020,108.14
14193,RI,I15,CY,039200,2020,121.44
14194,RI,I15,DK,039200,2020,95.28
14195,RI,I15,EL,039200,2020,102.29
14196,RI,I15,EU27_2020,039200,2020,123.66
14197,RI,I15,EU28,039200,2020,123.66
14198,RI,I15,HU,039200,2020,105.2
14199,RI,I15,IT,039200,2020,144.37
14200,RI,I15,LV,039200,2020,96.3
14201,RI,I15,PL,039200,2020,
14202,RI,I15,PT,039200,2020,94.88
14203,RI,I15,SE,039200,2020,116.19
14204,RI,I15,UK,039200,2020,
14205,RI,I15,AT,039300,2020,94.86
14206,RI,I15,DK,039300,2020,109.64
14207,RI,I15,EU27_2020,039300,2020,141.59
14208,RI,I15,EU28,039300,2020,141.59
14209,RI,I15,FI,039300,2020,93.29
14210,RI,I15,LV,039300,2020,81.6
14211,RI,I15,SE,039300,2020,154.52
14212,RI,I15,BG,039900,2020,90.17
14213,RI,I15,EE,039900,2020,92.24
14214,RI,I15,EL,039900,2020,86.26
14215,RI,I15,ES,039900,2020,79.78
14216,RI,I15,EU27_2020,039900,2020,97.88
14217,RI,I15,EU28,039900,2020,97.88
14218,RI,I15,FR,039900,2020,110.96
14219,RI,I15,LV,039900,2020,93.1
14220,RI,I15,MT,039900,2020,97.38
14221,RI,I15,NL,039900,2020,108.92
14222,RI,I15,RO,039900,2020,84.31
14223,RI,I15,AT,040000,2020,96.62
14224,RI,I15,BE,040000,2020,117.43
14225,RI,I15,BG,040000,2020,109.26
14226,RI,I15,CY,040000,2020,105.61
14227,RI,I15,CZ,040000,2020,91.2
14228,RI,I15,DE,040000,2020,108.22
14229,RI,I15,DK,040000,2020,109.9
14230,RI,I15,EE,040000,2020,95.51
14231,RI,I15,EL,040000,2020,105.95
14232,RI,I15,ES,040000,2020,93.25
14233,RI,I15,EU27_2020,040000,2020,108.53
14234,RI,I15,EU28,040000,2020,108.53
14235,RI,I15,FI,040000,2020,106.25
14236,RI,I15,FR,040000,2020,109.73
14237,RI,I15,HR,040000,2020,104.45
14238,RI,I15,HU,040000,2020,118.39
14239,RI,I15,IE,040000,2020,102.21
14240,RI,I15,IT,040000,2020,111.65
14241,RI,I15,LT,040000,2020,104.22
14242,RI,I15,LU,040000,2020,122.8
14243,RI,I15,LV,040000,2020,114.53
14244,RI,I15,MT,040000,2020,103.61
14245,RI,I15,NL,040000,2020,98.17
14246,RI,I15,PL,040000,2020,119.76
14247,RI,I15,PT,040000,2020,108.17
14248,RI,I15,RO,040000,2020,146.99
14249,RI,I15,SE,040000,2020,111.78
14250,RI,I15,SI,040000,2020,111.16
14251,RI,I15,SK,040000,2020,118.5
14252,RI,I15,UK,040000,2020,
14253,RI,I15,AT,041000,2020,95.79
14254,RI,I15,BE,041000,2020,116.31
14255,RI,I15,BG,041000,2020,109.83
14256,RI,I15,CY,041000,2020,108.5
14257,RI,I15,CZ,041000,2020,100.27
14258,RI,I15,DE,041000,2020,111.25
14259,RI,I15,DK,041000,2020,119.09
14260,RI,I15,EE,041000,2020,96.13
14261,RI,I15,EL,041000,2020,106.26
14262,RI,I15,ES,041000,2020,92.87
14263,RI,I15,EU27_2020,041000,2020,107.68
14264,RI,I15,EU28,041000,2020,107.68
14265,RI,I15,FI,041000,2020,108.06
14266,RI,I15,FR,041000,2020,115.36
14267,RI,I15,HR,041000,2020,97.46
14268,RI,I15,HU,041000,2020,118.62
14269,RI,I15,IE,041000,2020,102.21
14270,RI,I15,IT,041000,2020,111.55
14271,RI,I15,LT,041000,2020,104.22
14272,RI,I15,LU,041000,2020,122.8
14273,RI,I15,LV,041000,2020,116.33
14274,RI,I15,MT,041000,2020,103.61
14275,RI,I15,NL,041000,2020,86.95
14276,RI,I15,PL,041000,2020,119.76
14277,RI,I15,PT,041000,2020,109.14
14278,RI,I15,RO,041000,2020,147.16
14279,RI,I15,SE,041000,2020,103.16
14280,RI,I15,SI,041000,2020,111.7
14281,RI,I15,SK,041000,2020,118.5
14282,RI,I15,UK,041000,2020,
14283,RI,I15,AT,041100,2020,124.46
14284,RI,I15,BE,041100,2020,168.5
14285,RI,I15,CY,041100,2020,117.19
14286,RI,I15,CZ,041100,2020,138.06
14287,RI,I15,DE,041100,2020,138.66
14288,RI,I15,DK,041100,2020,110.39
14289,RI,I15,EL,041100,2020,118.17
14290,RI,I15,ES,041100,2020,138.39
14291,RI,I15,EU27_2020,041100,2020,131.68
14292,RI,I15,EU28,041100,2020,131.68
14293,RI,I15,FI,041100,2020,109.42
14294,RI,I15,FR,041100,2020,143.82
14295,RI,I15,HR,041100,2020,138.08
14296,RI,I15,HU,041100,2020,135.69
14297,RI,I15,IE,041100,2020,111.99
14298,RI,I15,IT,041100,2020,111.07
14299,RI,I15,LT,041100,2020,151.75
14300,RI,I15,LV,041100,2020,146.34
14301,RI,I15,MT,041100,2020,102.1
14302,RI,I15,NL,041100,2020,151.55
14303,RI,I15,PL,041100,2020,124.26
14304,RI,I15,PT,041100,2020,122.99
14305,RI,I15,RO,041100,2020,135.36
14306,RI,I15,SE,041100,2020,141.54
14307,RI,I15,SI,041100,2020,
14308,RI,I15,SK,041100,2020,140.44
14309,RI,I15,UK,041100,2020,
14310,RI,I15,AT,041200,2020,56.51
14311,RI,I15,BE,041200,2020,82.11
14312,RI,I15,BG,041200,2020,118.75
14313,RI,I15,CY,041200,2020,105.73
14314,RI,I15,CZ,041200,2020,178.64
14315,RI,I15,DE,041200,2020,78.73
14316,RI,I15,DK,041200,2020,107.99
14317,RI,I15,EE,041200,2020,135.26
14318,RI,I15,EL,041200,2020,106.34
14319,RI,I15,ES,041200,2020,88.44
14320,RI,I15,EU27_2020,041200,2020,106.56
14321,RI,I15,EU28,041200,2020,106.56
14322,RI,I15,FI,041200,2020,80.69
14323,RI,I15,FR,041200,2020,102.27
14324,RI,I15,HR,041200,2020,90.17
14325,RI,I15,HU,041200,2020,120.28
14326,RI,I15,IE,041200,2020,98.81
14327,RI,I15,IT,041200,2020,126.5
14328,RI,I15,LT,041200,2020,92.63
14329,RI,I15,LU,041200,2020,134.3
14330,RI,I15,LV,041200,2020,99.96
14331,RI,I15,MT,041200,2020,89.3
14332,RI,I15,NL,041200,2020,70.21
14333,RI,I15,PL,041200,2020,129.65
14334,RI,I15,PT,041200,2020,87.68
14335,RI,I15,RO,041200,2020,187.52
14336,RI,I15,SE,041200,2020,83.17
14337,RI,I15,SI,041200,2020,
14338,RI,I15,SK,041200,2020,126.36
14339,RI,I15,UK,041200,2020,
14340,RI,I15,AT,041900,2020,103.25
14341,RI,I15,BE,041900,2020,120.9
14342,RI,I15,BG,041900,2020,105.01
14343,RI,I15,CY,041900,2020,108.84
14344,RI,I15,CZ,041900,2020,90.39
14345,RI,I15,DE,041900,2020,111.72
14346,RI,I15,DK,041900,2020,121.62
14347,RI,I15,EE,041900,2020,86.99
14348,RI,I15,EL,041900,2020,105.84
14349,RI,I15,ES,041900,2020,93.93
14350,RI,I15,EU27_2020,041900,2020,107.17
14351,RI,I15,EU28,041900,2020,107.17
14352,RI,I15,FI,041900,2020,115.0
14353,RI,I15,FR,041900,2020,117.12
14354,RI,I15,HR,041900,2020,101.02
14355,RI,I15,HU,041900,2020,117.89
14356,RI,I15,IE,041900,2020,102.15
14357,RI,I15,IT,041900,2020,107.96
14358,RI,I15,LT,041900,2020,105.22
14359,RI,I15,LU,041900,2020,121.65
14360,RI,I15,LV,041900,2020,118.48
14361,RI,I15,MT,041900,2020,106.13
14362,RI,I15,NL,041900,2020,92.84
14363,RI,I15,PL,041900,2020,105.93
14364,RI,I15,PT,041900,2020,112.09
14365,RI,I15,RO,041900,2020,134.19
14366,RI,I15,SE,041900,2020,104.35
14367,RI,I15,SI,041900,2020,109.07
14368,RI,I15,SK,041900,2020,117.77
14369,RI,I15,UK,041900,2020,
14370,RI,I15,AT,041910,2020,81.22
14371,RI,I15,BE,041910,2020,122.97
14372,RI,I15,BG,041910,2020,68.86
14373,RI,I15,CY,041910,2020,171.62
14374,RI,I15,CZ,041910,2020,81.78
14375,RI,I15,DE,041910,2020,135.35
14376,RI,I15,DK,041910,2020,99.25
14377,RI,I15,EE,041910,2020,110.66
14378,RI,I15,EL,041910,2020,80.4
14379,RI,I15,ES,041910,2020,96.43
14380,RI,I15,EU27_2020,041910,2020,98.0
14381,RI,I15,EU28,041910,2020,98.0
14382,RI,I15,FI,041910,2020,106.64
14383,RI,I15,FR,041910,2020,106.74
14384,RI,I15,HR,041910,2020,91.01
14385,RI,I15,HU,041910,2020,111.42
14386,RI,I15,IE,041910,2020,103.21
14387,RI,I15,IT,041910,2020,97.09
14388,RI,I15,LT,041910,2020,92.15
14389,RI,I15,LU,041910,2020,145.9
14390,RI,I15,LV,041910,2020,95.07
14391,RI,I15,MT,041910,2020,62.17
14392,RI,I15,NL,041910,2020,55.44
14393,RI,I15,PL,041910,2020,65.06
14394,RI,I15,PT,041910,2020,98.05
14395,RI,I15,RO,041910,2020,96.37
14396,RI,I15,SE,041910,2020,120.65
14397,RI,I15,SI,041910,2020,105.59
14398,RI,I15,SK,041910,2020,113.17
14399,RI,I15,UK,041910,2020,
14400,RI,I15,AT,041920,2020,144.74
14401,RI,I15,BE,041920,2020,123.35
14402,RI,I15,BG,041920,2020,111.91
14403,RI,I15,CY,041920,2020,97.56
14404,RI,I15,CZ,041920,2020,111.67
14405,RI,I15,DE,041920,2020,98.68
14406,RI,I15,DK,041920,2020,126.82
14407,RI,I15,EL,041920,2020,94.1
14408,RI,I15,ES,041920,2020,95.18
14409,RI,I15,EU27_2020,041920,2020,102.92
14410,RI,I15,EU28,041920,2020,102.92
14411,RI,I15,FI,041920,2020,108.42
14412,RI,I15,FR,041920,2020,107.19
14413,RI,I15,HR,041920,2020,105.5
14414,RI,I15,HU,041920,2020,98.48
14415,RI,I15,IE,041920,2020,97.7
14416,RI,I15,IT,041920,2020,100.39
14417,RI,I15,LT,041920,2020,126.92
14418,RI,I15,LU,041920,2020,97.1
14419,RI,I15,LV,041920,2020,115.92
14420,RI,I15,MT,041920,2020,104.24
14421,RI,I15,NL,041920,2020,109.39
14422,RI,I15,PT,041920,2020,111.95
14423,RI,I15,RO,041920,2020,102.82
14424,RI,I15,SE,041920,2020,131.69
14425,RI,I15,SI,041920,2020,112.03
14426,RI,I15,SK,041920,2020,75.04
14427,RI,I15,UK,041920,2020,
14428,RI,I15,AT,041930,2020,91.09
14429,RI,I15,BE,041930,2020,190.02
14430,RI,I15,CY,041930,2020,99.75
14431,RI,I15,EL,041930,2020,110.72
14432,RI,I15,ES,041930,2020,135.69
14433,RI,I15,EU27_2020,041930,2020,115.78
14434,RI,I15,EU28,041930,2020,115.78
14435,RI,I15,FR,041930,2020,106.95
14436,RI,I15,HR,041930,2020,124.75
14437,RI,I15,HU,041930,2020,123.2
14438,RI,I15,IT,041930,2020,113.2
14439,RI,I15,LT,041930,2020,77.99
14440,RI,I15,MT,041930,2020,97.94
