,Statistic,Year,Agricultural Product,UNIT,VALUE
305,Agricultural Input and Output Price Indices,2003,Straight Fertilisers  (Input),Base 2000=100,117.4
306,Agricultural Input and Output Price Indices,2003,Compound Fertilisers - N.P.K. (Input),Base 2000=100,111.5
307,Agricultural Input and Output Price Indices,2003,Compound Fertilisers - P.K. (Input),Base 2000=100,105.0
308,Agricultural Input and Output Price Indices,2003,All Energy (Input),Base 2000=100,102.9
309,Agricultural Input and Output Price Indices,2003,Energy - Motor Fuels  (Input),Base 2000=100,99.1
310,Agricultural Input and Output Price Indices,2003,Energy - Electricity  (Input),Base 2000=100,119.6
311,Agricultural Input and Output Price Indices,2003,Other Products  (Input),Base 2000=100,114.1
312,Agricultural Input and Output Price Indices,2003,Seeds  (Input),Base 2000=100,115.2
313,Agricultural Input and Output Price Indices,2003,Plant Protection Products (Input),Base 2000=100,101.6
314,Agricultural Input and Output Price Indices,2003,Veterinary Expenses (Including A.I.) (Input),Base 2000=100,114.7
315,Agricultural Input and Output Price Indices,2004,Total Index (Output),Base 2000=100,101.8
316,Agricultural Input and Output Price Indices,2004,Total Livestock and Livestock Products (Output),Base 2000=100,101.4
317,Agricultural Input and Output Price Indices,2004,Total Livestock Products (Output),Base 2000=100,95.6
318,Agricultural Input and Output Price Indices,2004,Milk (Output),Base 2000=100,95.3
319,Agricultural Input and Output Price Indices,2004,Total Livestock (Output),Base 2000=100,105.5
320,Agricultural Input and Output Price Indices,2004,Total Cattle (Output),Base 2000=100,103.2
321,Agricultural Input and Output Price Indices,2004,Finished Cattle (Output),Base 2000=100,101.9
322,Agricultural Input and Output Price Indices,2004,Cows for Slaughter (Output),Base 2000=100,103.2
323,Agricultural Input and Output Price Indices,2004,Store Cattle (Output),Base 2000=100,112.2
324,Agricultural Input and Output Price Indices,2004,Sheep (Output),Base 2000=100,117.6
325,Agricultural Input and Output Price Indices,2004,Pigs (Output),Base 2000=100,103.3
326,Agricultural Input and Output Price Indices,2004,Poultry (Output),Base 2000=100,111.6
327,Agricultural Input and Output Price Indices,2004,Total Crop Products (Output),Base 2000=100,104.4
328,Agricultural Input and Output Price Indices,2004,Cereals (Output),Base 2000=100,100.9
329,Agricultural Input and Output Price Indices,2004,Sugarbeet (Output),Base 2000=100,103.8
330,Agricultural Input and Output Price Indices,2004,Potatoes (Output),Base 2000=100,97.6
331,Agricultural Input and Output Price Indices,2004,Vegetables (Output),Base 2000=100,110.7
332,Agricultural Input and Output Price Indices,2004,Total Index (Input),Base 2000=100,113.1
333,Agricultural Input and Output Price Indices,2004,All Feeding Stuffs,Base 2000=100,110.8
334,Agricultural Input and Output Price Indices,2004,Straight Feeding Stuffs (Input),Base 2000=100,110.4
335,Agricultural Input and Output Price Indices,2004,Compound Feeding Stuffs - Calf (Input),Base 2000=100,110.1
336,Agricultural Input and Output Price Indices,2004,Compound Feeding Stuffs - Cattle (Input),Base 2000=100,111.7
337,Agricultural Input and Output Price Indices,2004,Compound Feeding Stuffs - Pig (Input),Base 2000=100,109.8
338,Agricultural Input and Output Price Indices,2004,Compound Feeding Stuffs - Poultry (Input),Base 2000=100,109.7
339,Agricultural Input and Output Price Indices,2004,All Fertilisers  (Input),Base 2000=100,115.1
340,Agricultural Input and Output Price Indices,2004,Straight Fertilisers  (Input),Base 2000=100,122.1
341,Agricultural Input and Output Price Indices,2004,Compound Fertilisers - N.P.K. (Input),Base 2000=100,112.2
342,Agricultural Input and Output Price Indices,2004,Compound Fertilisers - P.K. (Input),Base 2000=100,106.2
343,Agricultural Input and Output Price Indices,2004,All Energy (Input),Base 2000=100,112.6
344,Agricultural Input and Output Price Indices,2004,Energy - Motor Fuels  (Input),Base 2000=100,110.2
345,Agricultural Input and Output Price Indices,2004,Energy - Electricity  (Input),Base 2000=100,125.7
346,Agricultural Input and Output Price Indices,2004,Other Products  (Input),Base 2000=100,116.9
347,Agricultural Input and Output Price Indices,2004,Seeds  (Input),Base 2000=100,116.1
348,Agricultural Input and Output Price Indices,2004,Plant Protection Products (Input),Base 2000=100,103.2
349,Agricultural Input and Output Price Indices,2004,Veterinary Expenses (Including A.I.) (Input),Base 2000=100,115.8
350,Agricultural Input and Output Price Indices,2005,Total Index (Output),Base 2000=100,102.3
351,Agricultural Input and Output Price Indices,2005,Total Livestock and Livestock Products (Output),Base 2000=100,100.7
352,Agricultural Input and Output Price Indices,2005,Total Livestock Products (Output),Base 2000=100,93.7
353,Agricultural Input and Output Price Indices,2005,Milk (Output),Base 2000=100,93.5
354,Agricultural Input and Output Price Indices,2005,Total Livestock (Output),Base 2000=100,105.6
355,Agricultural Input and Output Price Indices,2005,Total Cattle (Output),Base 2000=100,105.6
356,Agricultural Input and Output Price Indices,2005,Finished Cattle (Output),Base 2000=100,105.6
357,Agricultural Input and Output Price Indices,2005,Cows for Slaughter (Output),Base 2000=100,107.1
358,Agricultural Input and Output Price Indices,2005,Store Cattle (Output),Base 2000=100,104.5
359,Agricultural Input and Output Price Indices,2005,Sheep (Output),Base 2000=100,109.6
360,Agricultural Input and Output Price Indices,2005,Pigs (Output),Base 2000=100,101.5
361,Agricultural Input and Output Price Indices,2005,Poultry (Output),Base 2000=100,108.1
362,Agricultural Input and Output Price Indices,2005,Total Crop Products (Output),Base 2000=100,112.0
363,Agricultural Input and Output Price Indices,2005,Cereals (Output),Base 2000=100,96.6
364,Agricultural Input and Output Price Indices,2005,Sugarbeet (Output),Base 2000=100,103.7
365,Agricultural Input and Output Price Indices,2005,Potatoes (Output),Base 2000=100,145.5
366,Agricultural Input and Output Price Indices,2005,Vegetables (Output),Base 2000=100,116.1
367,Agricultural Input and Output Price Indices,2005,Total Index (Input),Base 2000=100,118.0
368,Agricultural Input and Output Price Indices,2005,All Feeding Stuffs,Base 2000=100,109.0
369,Agricultural Input and Output Price Indices,2005,Straight Feeding Stuffs (Input),Base 2000=100,110.3
370,Agricultural Input and Output Price Indices,2005,Compound Feeding Stuffs - Calf (Input),Base 2000=100,106.4
371,Agricultural Input and Output Price Indices,2005,Compound Feeding Stuffs - Cattle (Input),Base 2000=100,108.8
372,Agricultural Input and Output Price Indices,2005,Compound Feeding Stuffs - Pig (Input),Base 2000=100,109.5
373,Agricultural Input and Output Price Indices,2005,Compound Feeding Stuffs - Poultry (Input),Base 2000=100,108.6
374,Agricultural Input and Output Price Indices,2005,All Fertilisers  (Input),Base 2000=100,124.5
375,Agricultural Input and Output Price Indices,2005,Straight Fertilisers  (Input),Base 2000=100,133.2
376,Agricultural Input and Output Price Indices,2005,Compound Fertilisers - N.P.K. (Input),Base 2000=100,121.2
377,Agricultural Input and Output Price Indices,2005,Compound Fertilisers - P.K. (Input),Base 2000=100,110.0
378,Agricultural Input and Output Price Indices,2005,All Energy (Input),Base 2000=100,131.7
379,Agricultural Input and Output Price Indices,2005,Energy - Motor Fuels  (Input),Base 2000=100,131.7
380,Agricultural Input and Output Price Indices,2005,Energy - Electricity  (Input),Base 2000=100,135.7
381,Agricultural Input and Output Price Indices,2005,Other Products  (Input),Base 2000=100,121.0
382,Agricultural Input and Output Price Indices,2005,Seeds  (Input),Base 2000=100,115.7
383,Agricultural Input and Output Price Indices,2005,Plant Protection Products (Input),Base 2000=100,102.7
384,Agricultural Input and Output Price Indices,2005,Veterinary Expenses (Including A.I.) (Input),Base 2000=100,117.6
385,Agricultural Input and Output Price Indices,2006,Total Index (Output),Base 2000=100,107.4
386,Agricultural Input and Output Price Indices,2006,Total Livestock and Livestock Products (Output),Base 2000=100,103.0
387,Agricultural Input and Output Price Indices,2006,Total Livestock Products (Output),Base 2000=100,90.3
388,Agricultural Input and Output Price Indices,2006,Milk (Output),Base 2000=100,90.2
389,Agricultural Input and Output Price Indices,2006,Total Livestock (Output),Base 2000=100,112.0
390,Agricultural Input and Output Price Indices,2006,Total Cattle (Output),Base 2000=100,113.2
391,Agricultural Input and Output Price Indices,2006,Finished Cattle (Output),Base 2000=100,113.5
392,Agricultural Input and Output Price Indices,2006,Cows for Slaughter (Output),Base 2000=100,118.0
393,Agricultural Input and Output Price Indices,2006,Store Cattle (Output),Base 2000=100,107.5
394,Agricultural Input and Output Price Indices,2006,Sheep (Output),Base 2000=100,112.2
395,Agricultural Input and Output Price Indices,2006,Pigs (Output),Base 2000=100,108.8
396,Agricultural Input and Output Price Indices,2006,Poultry (Output),Base 2000=100,106.9
397,Agricultural Input and Output Price Indices,2006,Total Crop Products (Output),Base 2000=100,133.9
398,Agricultural Input and Output Price Indices,2006,Cereals (Output),Base 2000=100,110.6
399,Agricultural Input and Output Price Indices,2006,Sugarbeet (Output),Base 2000=100,
400,Agricultural Input and Output Price Indices,2006,Potatoes (Output),Base 2000=100,236.3
401,Agricultural Input and Output Price Indices,2006,Vegetables (Output),Base 2000=100,123.6
402,Agricultural Input and Output Price Indices,2006,Total Index (Input),Base 2000=100,123.1
403,Agricultural Input and Output Price Indices,2006,All Feeding Stuffs,Base 2000=100,111.1
404,Agricultural Input and Output Price Indices,2006,Straight Feeding Stuffs (Input),Base 2000=100,116.2
405,Agricultural Input and Output Price Indices,2006,Compound Feeding Stuffs - Calf (Input),Base 2000=100,107.4
406,Agricultural Input and Output Price Indices,2006,Compound Feeding Stuffs - Cattle (Input),Base 2000=100,111.2
407,Agricultural Input and Output Price Indices,2006,Compound Feeding Stuffs - Pig (Input),Base 2000=100,110.1
408,Agricultural Input and Output Price Indices,2006,Compound Feeding Stuffs - Poultry (Input),Base 2000=100,109.9
409,Agricultural Input and Output Price Indices,2006,All Fertilisers  (Input),Base 2000=100,133.1
410,Agricultural Input and Output Price Indices,2006,Straight Fertilisers  (Input),Base 2000=100,143.0
411,Agricultural Input and Output Price Indices,2006,Compound Fertilisers - N.P.K. (Input),Base 2000=100,129.2
412,Agricultural Input and Output Price Indices,2006,Compound Fertilisers - P.K. (Input),Base 2000=100,115.9
413,Agricultural Input and Output Price Indices,2006,All Energy (Input),Base 2000=100,143.1
414,Agricultural Input and Output Price Indices,2006,Energy - Motor Fuels  (Input),Base 2000=100,144.1
415,Agricultural Input and Output Price Indices,2006,Energy - Electricity  (Input),Base 2000=100,141.6
416,Agricultural Input and Output Price Indices,2006,Other Products  (Input),Base 2000=100,124.0
417,Agricultural Input and Output Price Indices,2006,Seeds  (Input),Base 2000=100,120.1
418,Agricultural Input and Output Price Indices,2006,Plant Protection Products (Input),Base 2000=100,101.7
419,Agricultural Input and Output Price Indices,2006,Veterinary Expenses (Including A.I.) (Input),Base 2000=100,122.4
420,Agricultural Input and Output Price Indices,2007,Total Index (Output),Base 2000=100,117.975
421,Agricultural Input and Output Price Indices,2007,Total Livestock and Livestock Products (Output),Base 2000=100,110.645
422,Agricultural Input and Output Price Indices,2007,Total Livestock Products (Output),Base 2000=100,110.968
423,Agricultural Input and Output Price Indices,2007,Milk (Output),Base 2000=100,110.981
424,Agricultural Input and Output Price Indices,2007,Total Livestock (Output),Base 2000=100,110.416
425,Agricultural Input and Output Price Indices,2007,Total Cattle (Output),Base 2000=100,111.025
426,Agricultural Input and Output Price Indices,2007,Finished Cattle (Output),Base 2000=100,111.195
427,Agricultural Input and Output Price Indices,2007,Cows for Slaughter (Output),Base 2000=100,115.152
428,Agricultural Input and Output Price Indices,2007,Store Cattle (Output),Base 2000=100,108.719
429,Agricultural Input and Output Price Indices,2007,Sheep (Output),Base 2000=100,114.868
430,Agricultural Input and Output Price Indices,2007,Pigs (Output),Base 2000=100,103.044
431,Agricultural Input and Output Price Indices,2007,Poultry (Output),Base 2000=100,112.197
432,Agricultural Input and Output Price Indices,2007,Total Crop Products (Output),Base 2000=100,162.171
433,Agricultural Input and Output Price Indices,2007,Cereals (Output),Base 2000=100,185.42
434,Agricultural Input and Output Price Indices,2007,Sugarbeet (Output),Base 2000=100,
435,Agricultural Input and Output Price Indices,2007,Potatoes (Output),Base 2000=100,218.37
436,Agricultural Input and Output Price Indices,2007,Vegetables (Output),Base 2000=100,138.07
437,Agricultural Input and Output Price Indices,2007,Total Index (Input),Base 2000=100,131.266
438,Agricultural Input and Output Price Indices,2007,All Feeding Stuffs,Base 2000=100,125.56
439,Agricultural Input and Output Price Indices,2007,Straight Feeding Stuffs (Input),Base 2000=100,134.342
440,Agricultural Input and Output Price Indices,2007,Compound Feeding Stuffs - Calf (Input),Base 2000=100,121.859
441,Agricultural Input and Output Price Indices,2007,Compound Feeding Stuffs - Cattle (Input),Base 2000=100,126.717
442,Agricultural Input and Output Price Indices,2007,Compound Feeding Stuffs - Pig (Input),Base 2000=100,122.141
443,Agricultural Input and Output Price Indices,2007,Compound Feeding Stuffs - Poultry (Input),Base 2000=100,122.395
444,Agricultural Input and Output Price Indices,2007,All Fertilisers  (Input),Base 2000=100,136.394
445,Agricultural Input and Output Price Indices,2007,Straight Fertilisers  (Input),Base 2000=100,146.341
446,Agricultural Input and Output Price Indices,2007,Compound Fertilisers - N.P.K. (Input),Base 2000=100,132.314
447,Agricultural Input and Output Price Indices,2007,Compound Fertilisers - P.K. (Input),Base 2000=100,123.529
448,Agricultural Input and Output Price Indices,2007,All Energy (Input),Base 2000=100,148.146
449,Agricultural Input and Output Price Indices,2007,Energy - Motor Fuels  (Input),Base 2000=100,147.29
450,Agricultural Input and Output Price Indices,2007,Energy - Electricity  (Input),Base 2000=100,157.568
451,Agricultural Input and Output Price Indices,2007,Other Products  (Input),Base 2000=100,128.851
452,Agricultural Input and Output Price Indices,2007,Seeds  (Input),Base 2000=100,130.843
453,Agricultural Input and Output Price Indices,2007,Plant Protection Products (Input),Base 2000=100,101.688
454,Agricultural Input and Output Price Indices,2007,Veterinary Expenses (Including A.I.) (Input),Base 2000=100,126.189
455,Agricultural Input and Output Price Indices,2008,Total Index (Output),Base 2000=100,122.265
456,Agricultural Input and Output Price Indices,2008,Total Livestock and Livestock Products (Output),Base 2000=100,119.669
457,Agricultural Input and Output Price Indices,2008,Total Livestock Products (Output),Base 2000=100,112.812
458,Agricultural Input and Output Price Indices,2008,Milk (Output),Base 2000=100,112.66
459,Agricultural Input and Output Price Indices,2008,Total Livestock (Output),Base 2000=100,124.526
460,Agricultural Input and Output Price Indices,2008,Total Cattle (Output),Base 2000=100,127.779
461,Agricultural Input and Output Price Indices,2008,Finished Cattle (Output),Base 2000=100,127.97
462,Agricultural Input and Output Price Indices,2008,Cows for Slaughter (Output),Base 2000=100,137.376
463,Agricultural Input and Output Price Indices,2008,Store Cattle (Output),Base 2000=100,119.775
464,Agricultural Input and Output Price Indices,2008,Sheep (Output),Base 2000=100,120.238
465,Agricultural Input and Output Price Indices,2008,Pigs (Output),Base 2000=100,112.424
466,Agricultural Input and Output Price Indices,2008,Poultry (Output),Base 2000=100,125.15
467,Agricultural Input and Output Price Indices,2008,Total Crop Products (Output),Base 2000=100,137.919
468,Agricultural Input and Output Price Indices,2008,Cereals (Output),Base 2000=100,133.07
469,Agricultural Input and Output Price Indices,2008,Sugarbeet (Output),Base 2000=100,
470,Agricultural Input and Output Price Indices,2008,Potatoes (Output),Base 2000=100,179.138
471,Agricultural Input and Output Price Indices,2008,Vegetables (Output),Base 2000=100,138.99
472,Agricultural Input and Output Price Indices,2008,Total Index (Input),Base 2000=100,155.94
473,Agricultural Input and Output Price Indices,2008,All Feeding Stuffs,Base 2000=100,143.41
474,Agricultural Input and Output Price Indices,2008,Straight Feeding Stuffs (Input),Base 2000=100,152.005
475,Agricultural Input and Output Price Indices,2008,Compound Feeding Stuffs - Calf (Input),Base 2000=100,140.907
476,Agricultural Input and Output Price Indices,2008,Compound Feeding Stuffs - Cattle (Input),Base 2000=100,147.379
477,Agricultural Input and Output Price Indices,2008,Compound Feeding Stuffs - Pig (Input),Base 2000=100,136.52
478,Agricultural Input and Output Price Indices,2008,Compound Feeding Stuffs - Poultry (Input),Base 2000=100,136.622
479,Agricultural Input and Output Price Indices,2008,All Fertilisers  (Input),Base 2000=100,220.604
480,Agricultural Input and Output Price Indices,2008,Straight Fertilisers  (Input),Base 2000=100,227.959
481,Agricultural Input and Output Price Indices,2008,Compound Fertilisers - N.P.K. (Input),Base 2000=100,222.679
482,Agricultural Input and Output Price Indices,2008,Compound Fertilisers - P.K. (Input),Base 2000=100,234.31
483,Agricultural Input and Output Price Indices,2008,All Energy (Input),Base 2000=100,168.892
484,Agricultural Input and Output Price Indices,2008,Energy - Motor Fuels  (Input),Base 2000=100,173.552
485,Agricultural Input and Output Price Indices,2008,Energy - Electricity  (Input),Base 2000=100,159.934
486,Agricultural Input and Output Price Indices,2008,Other Products  (Input),Base 2000=100,136.823
487,Agricultural Input and Output Price Indices,2008,Seeds  (Input),Base 2000=100,141.926
488,Agricultural Input and Output Price Indices,2008,Plant Protection Products (Input),Base 2000=100,103.144
489,Agricultural Input and Output Price Indices,2008,Veterinary Expenses (Including A.I.) (Input),Base 2000=100,128.945
490,Agricultural Input and Output Price Indices,2009,Total Index (Output),Base 2000=100,102.97
491,Agricultural Input and Output Price Indices,2009,Total Livestock and Livestock Products (Output),Base 2000=100,99.429
492,Agricultural Input and Output Price Indices,2009,Total Livestock Products (Output),Base 2000=100,78.523
493,Agricultural Input and Output Price Indices,2009,Milk (Output),Base 2000=100,78.062
494,Agricultural Input and Output Price Indices,2009,Total Livestock (Output),Base 2000=100,114.235
495,Agricultural Input and Output Price Indices,2009,Total Cattle (Output),Base 2000=100,114.396
496,Agricultural Input and Output Price Indices,2009,Finished Cattle (Output),Base 2000=100,115.052
497,Agricultural Input and Output Price Indices,2009,Cows for Slaughter (Output),Base 2000=100,120.772
498,Agricultural Input and Output Price Indices,2009,Store Cattle (Output),Base 2000=100,105.862
499,Agricultural Input and Output Price Indices,2009,Sheep (Output),Base 2000=100,122.052
500,Agricultural Input and Output Price Indices,2009,Pigs (Output),Base 2000=100,101.857
501,Agricultural Input and Output Price Indices,2009,Poultry (Output),Base 2000=100,125.313
502,Agricultural Input and Output Price Indices,2009,Total Crop Products (Output),Base 2000=100,124.317
503,Agricultural Input and Output Price Indices,2009,Cereals (Output),Base 2000=100,94.623
504,Agricultural Input and Output Price Indices,2009,Sugarbeet (Output),Base 2000=100,
505,Agricultural Input and Output Price Indices,2009,Potatoes (Output),Base 2000=100,189.926
506,Agricultural Input and Output Price Indices,2009,Vegetables (Output),Base 2000=100,130.94
507,Agricultural Input and Output Price Indices,2009,Total Index (Input),Base 2000=100,142.218
508,Agricultural Input and Output Price Indices,2009,All Feeding Stuffs,Base 2000=100,130.854
509,Agricultural Input and Output Price Indices,2009,Straight Feeding Stuffs (Input),Base 2000=100,133.816
510,Agricultural Input and Output Price Indices,2009,Compound Feeding Stuffs - Calf (Input),Base 2000=100,128.246
511,Agricultural Input and Output Price Indices,2009,Compound Feeding Stuffs - Cattle (Input),Base 2000=100,131.97
512,Agricultural Input and Output Price Indices,2009,Compound Feeding Stuffs - Pig (Input),Base 2000=100,123.411
513,Agricultural Input and Output Price Indices,2009,Compound Feeding Stuffs - Poultry (Input),Base 2000=100,134.729
514,Agricultural Input and Output Price Indices,2009,All Fertilisers  (Input),Base 2000=100,184.967
515,Agricultural Input and Output Price Indices,2009,Straight Fertilisers  (Input),Base 2000=100,175.733
516,Agricultural Input and Output Price Indices,2009,Compound Fertilisers - N.P.K. (Input),Base 2000=100,190.393
517,Agricultural Input and Output Price Indices,2009,Compound Fertilisers - P.K. (Input),Base 2000=100,254.188
518,Agricultural Input and Output Price Indices,2009,All Energy (Input),Base 2000=100,146.097
519,Agricultural Input and Output Price Indices,2009,Energy - Motor Fuels  (Input),Base 2000=100,143.52
520,Agricultural Input and Output Price Indices,2009,Energy - Electricity  (Input),Base 2000=100,167.365
521,Agricultural Input and Output Price Indices,2009,Other Products  (Input),Base 2000=100,139.15
522,Agricultural Input and Output Price Indices,2009,Seeds  (Input),Base 2000=100,131.566
523,Agricultural Input and Output Price Indices,2009,Plant Protection Products (Input),Base 2000=100,105.052
524,Agricultural Input and Output Price Indices,2009,Veterinary Expenses (Including A.I.) (Input),Base 2000=100,130.889
525,Agricultural Input and Output Price Indices,2010,Total Index (Output),Base 2000=100,115.256
526,Agricultural Input and Output Price Indices,2010,Total Livestock and Livestock Products (Output),Base 2000=100,110.481
527,Agricultural Input and Output Price Indices,2010,Total Livestock Products (Output),Base 2000=100,100.354
528,Agricultural Input and Output Price Indices,2010,Milk (Output),Base 2000=100,100.177
529,Agricultural Input and Output Price Indices,2010,Total Livestock (Output),Base 2000=100,117.653
530,Agricultural Input and Output Price Indices,2010,Total Cattle (Output),Base 2000=100,115.908
531,Agricultural Input and Output Price Indices,2010,Finished Cattle (Output),Base 2000=100,115.929
532,Agricultural Input and Output Price Indices,2010,Cows for Slaughter (Output),Base 2000=100,124.72
533,Agricultural Input and Output Price Indices,2010,Store Cattle (Output),Base 2000=100,109.466
534,Agricultural Input and Output Price Indices,2010,Sheep (Output),Base 2000=100,142.822
535,Agricultural Input and Output Price Indices,2010,Pigs (Output),Base 2000=100,101.292
536,Agricultural Input and Output Price Indices,2010,Poultry (Output),Base 2000=100,125.923
537,Agricultural Input and Output Price Indices,2010,Total Crop Products (Output),Base 2000=100,144.046
538,Agricultural Input and Output Price Indices,2010,Cereals (Output),Base 2000=100,150.229
539,Agricultural Input and Output Price Indices,2010,Sugarbeet (Output),Base 2000=100,
540,Agricultural Input and Output Price Indices,2010,Potatoes (Output),Base 2000=100,197.612
541,Agricultural Input and Output Price Indices,2010,Vegetables (Output),Base 2000=100,130.89
542,Agricultural Input and Output Price Indices,2010,Total Index (Input),Base 2000=100,139.909
543,Agricultural Input and Output Price Indices,2010,All Feeding Stuffs,Base 2000=100,126.155
544,Agricultural Input and Output Price Indices,2010,Straight Feeding Stuffs (Input),Base 2000=100,131.305
545,Agricultural Input and Output Price Indices,2010,Compound Feeding Stuffs - Calf (Input),Base 2000=100,123.381
546,Agricultural Input and Output Price Indices,2010,Compound Feeding Stuffs - Cattle (Input),Base 2000=100,122.944
547,Agricultural Input and Output Price Indices,2010,Compound Feeding Stuffs - Pig (Input),Base 2000=100,125.629
548,Agricultural Input and Output Price Indices,2010,Compound Feeding Stuffs - Poultry (Input),Base 2000=100,132.637
549,Agricultural Input and Output Price Indices,2010,All Fertilisers  (Input),Base 2000=100,162.185
550,Agricultural Input and Output Price Indices,2010,Straight Fertilisers  (Input),Base 2000=100,157.798
551,Agricultural Input and Output Price Indices,2010,Compound Fertilisers - N.P.K. (Input),Base 2000=100,165.762
552,Agricultural Input and Output Price Indices,2010,Compound Fertilisers - P.K. (Input),Base 2000=100,193.23
553,Agricultural Input and Output Price Indices,2010,All Energy (Input),Base 2000=100,164.669
554,Agricultural Input and Output Price Indices,2010,Energy - Motor Fuels  (Input),Base 2000=100,168.621
555,Agricultural Input and Output Price Indices,2010,Energy - Electricity  (Input),Base 2000=100,156.855
556,Agricultural Input and Output Price Indices,2010,Other Products  (Input),Base 2000=100,137.282
557,Agricultural Input and Output Price Indices,2010,Seeds  (Input),Base 2000=100,122.119
558,Agricultural Input and Output Price Indices,2010,Plant Protection Products (Input),Base 2000=100,105.154
559,Agricultural Input and Output Price Indices,2010,Veterinary Expenses (Including A.I.) (Input),Base 2000=100,131.113
