,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_gamma,param_learning_rate,param_max_depth,param_n_estimators,params,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_test_neg_root_mean_squared_error,split1_test_neg_root_mean_squared_error,split2_test_neg_root_mean_squared_error,split3_test_neg_root_mean_squared_error,split4_test_neg_root_mean_squared_error,mean_test_neg_root_mean_squared_error,std_test_neg_root_mean_squared_error,rank_test_neg_root_mean_squared_error
20,0.027927875518798828,0.0004890887607238521,0.00382537841796875,0.0003013055258251859,0.01,0.01,3,80,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 80}",-2.749819513859545,-7.236456885196514,-1.6493012393631243,-3.281017076595127,-10.349964582515101,-5.053311859505882,3.2513088551347242,91,-854.6192904831198,-765.7226262830953,-1233.906902756506,-1116.0419789148652,-747.9773996165885,-943.653639610835,195.8777414722917,91
98,0.028648185729980468,0.0019138324229818545,0.0036124706268310545,4.9921320742169497e-05,0.1,0.01,6,80,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 80}",-2.749819513859545,-7.236456885196514,-1.6493012393631243,-3.281017076595127,-10.349964582515101,-5.053311859505882,3.2513088551347242,91,-854.6192904831198,-765.7226262830953,-1233.906902756506,-1116.0419789148652,-747.9773996165885,-943.653639610835,195.8777414722917,91
11,0.1525722026824951,0.008546035050150027,0.003755998611450195,6.483993033613633e-05,0.01,0.001,6,500,"{'gamma': 0.01, 'learning_rate': 0.001, 'max_depth': 6, 'n_estimators': 500}",-5.585182099259101,-13.252052920089236,-2.863943185333803,-6.00000187763287,-19.085141582382974,-9.357264332939597,5.957583554029838,97,-1132.5344033390857,-1007.2562681073539,-1490.1572100743476,-1427.105660241008,-995.0128084157128,-1210.4132700355017,209.25941227949704,97
17,0.15170817375183104,0.008176424993144056,0.0037078380584716795,0.0001145762795365607,0.01,0.001,9,500,"{'gamma': 0.01, 'learning_rate': 0.001, 'max_depth': 9, 'n_estimators': 500}",-5.585182099259101,-13.252052920089236,-2.863943185333803,-6.00000187763287,-19.085141582382974,-9.357264332939597,5.957583554029838,97,-1132.5344033390857,-1007.2562681073539,-1490.1572100743476,-1427.105660241008,-995.0128084157128,-1210.4132700355017,209.25941227949704,97
77,0.1519402027130127,0.008461495366936796,0.003672075271606445,0.00010070699181911185,0.1,0.001,3,500,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 500}",-5.585182099259101,-13.252052920089236,-2.863943185333803,-6.00000187763287,-19.085141582382974,-9.357264332939597,5.957583554029838,97,-1132.5344033390857,-1007.2562681073539,-1490.1572100743476,-1427.105660241008,-995.0128084157128,-1210.4132700355017,209.25941227949704,97
5,0.18636488914489746,0.018404540355944445,0.004418659210205078,0.0008312080637200532,0.01,0.001,3,500,"{'gamma': 0.01, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 500}",-5.585182099259101,-13.252052920089236,-2.863943185333803,-6.00000187763287,-19.085141582382974,-9.357264332939597,5.957583554029838,97,-1132.5344033390857,-1007.2562681073539,-1490.1572100743476,-1427.105660241008,-995.0128084157128,-1210.4132700355017,209.25941227949704,97
83,0.15152015686035156,0.008869156801048087,0.004115962982177734,0.0007462659748825359,0.1,0.001,6,500,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 6, 'n_estimators': 500}",-5.585182099259101,-13.252052920089236,-2.863943185333803,-6.00000187763287,-19.085141582382974,-9.357264332939597,5.957583554029838,97,-1132.5344033390857,-1007.2562681073539,-1490.1572100743476,-1427.105660241008,-995.0128084157128,-1210.4132700355017,209.25941227949704,97
89,0.17248930931091308,0.019190086496958823,0.0038661956787109375,0.00020266117761973565,0.1,0.001,9,500,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 9, 'n_estimators': 500}",-5.585182099259101,-13.252052920089236,-2.863943185333803,-6.00000187763287,-19.085141582382974,-9.357264332939597,5.957583554029838,97,-1132.5344033390857,-1007.2562681073539,-1490.1572100743476,-1427.105660241008,-995.0128084157128,-1210.4132700355017,209.25941227949704,97
19,0.015491294860839843,0.00023058547337624839,0.0035542011260986327,3.92531699874238e-05,0.01,0.01,3,40,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 40}",-6.847149778914771,-16.01194426073043,-3.3992210853776763,-7.194861147702111,-23.318894808239286,-11.354414216192854,7.290319528510906,103,-1236.2988923559647,-1100.4700845052566,-1590.0274302026892,-1544.1086294403865,-1094.8714712907777,-1313.1553015590148,213.90996004137966,103
25,0.015171575546264648,0.0004059452657015374,0.003523731231689453,5.527807638960112e-05,0.01,0.01,6,40,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 40}",-6.847149778914771,-16.01194426073043,-3.3992210853776763,-7.194861147702111,-23.318894808239286,-11.354414216192854,7.290319528510906,103,-1236.2988923559647,-1100.4700845052566,-1590.0274302026892,-1544.1086294403865,-1094.8714712907777,-1313.1553015590148,213.90996004137966,103
31,0.01517624855041504,0.0006592172635702157,0.0035482406616210937,3.8664290325274876e-05,0.01,0.01,9,40,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 9, 'n_estimators': 40}",-6.847149778914771,-16.01194426073043,-3.3992210853776763,-7.194861147702111,-23.318894808239286,-11.354414216192854,7.290319528510906,103,-1236.2988923559647,-1100.4700845052566,-1590.0274302026892,-1544.1086294403865,-1094.8714712907777,-1313.1553015590148,213.90996004137966,103
103,0.015527868270874023,0.0007547954259484153,0.003565692901611328,7.379408983482922e-05,0.1,0.01,9,40,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 9, 'n_estimators': 40}",-6.847149778914771,-16.01194426073043,-3.3992210853776763,-7.194861147702111,-23.318894808239286,-11.354414216192854,7.290319528510906,103,-1236.2988923559647,-1100.4700845052566,-1590.0274302026892,-1544.1086294403865,-1094.8714712907777,-1313.1553015590148,213.90996004137966,103
